venture_id,name,sector,development_stage,entity_status,has_repo,has_revenue_model,capability_coverage_pct,readiness_pct,readiness_tier,repo_key,stage_verified,development_stage_v1_self_reported,development_stage_v2_computed,readiness_pct_v1,readiness_pct_v2
EC-105-AI-Color-Palette,Ai Color Palette,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-105-ai-color-palette,True,planned,validation,27.0,35.8
EC-106-AI-Outfit-Recycling,Ai Outfit Recycling,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-106-ai-outfit-recycling,True,planned,validation,27.0,35.8
EC-107-AI-Style-Evolution,Ai Style Evolution,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-107-ai-style-evolution,True,planned,validation,27.0,35.8
EC-108-AI-Budget-Stylist,Ai Budget Stylist,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-108-ai-budget-stylist,True,planned,validation,27.0,35.8
EC-109-AI-Trend-Archive,Ai Trend Archive,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-109-ai-trend-archive,True,planned,validation,27.0,35.8
EC-110-AI-Vintage-Advisor,Ai Vintage Advisor,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-110-ai-vintage-advisor,True,planned,validation,27.0,35.8
TECH-025-Machine-Learning-Builder,Machine Learning Builder,technology,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,tech-025-machine-learning-builder,True,planned,validation,27.0,35.8
TECH-057-Machine-Learning-Builder,Machine Learning Builder,technology,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,tech-057-machine-learning-builder,True,planned,validation,27.0,35.8
OPS-003-Event-Planning-AI,Event Planning Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-003-event-planning-ai,True,planned,validation,27.0,35.8
OPS-004-Inventory-Management-AI,Inventory Management Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-004-inventory-management-ai,True,planned,validation,27.0,35.8
OPS-005-Project-Management-AI,Project Management Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-005-project-management-ai,True,planned,validation,27.0,35.8
OPS-007-Meeting-Assistant-AI,Meeting Assistant Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-007-meeting-assistant-ai,True,planned,validation,27.0,35.8
OPS-008-Recruitment-AI,Recruitment Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-008-recruitment-ai,True,planned,validation,27.0,35.8
OPS-009-Onboarding-AI,Onboarding Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-009-onboarding-ai,True,planned,validation,27.0,35.8
OPS-010-Training-Platform-AI,Training Platform Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-010-training-platform-ai,True,planned,validation,27.0,35.8
OPS-011-Performance-Review-AI,Performance Review Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-011-performance-review-ai,True,planned,validation,27.0,35.8
OPS-012-IT-Support-AI,It Support Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-012-it-support-ai,True,planned,validation,27.0,35.8
OPS-013-Facilities-Management-AI,Facilities Management Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-013-facilities-management-ai,True,planned,validation,27.0,35.8
OPS-014-Travel-Booking-AI,Travel Booking Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-014-travel-booking-ai,True,planned,validation,27.0,35.8
OPS-015-Expense-Management-AI,Expense Management Ai,operations,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ops-015-expense-management-ai,True,planned,validation,27.0,35.8
EDU-002-AI-Literacy-Program,Ai Literacy Program,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-002-ai-literacy-program,True,planned,validation,27.0,35.8
EDU-007-AI-Tutoring-Platform,Ai Tutoring Platform,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-007-ai-tutoring-platform,True,planned,validation,27.0,35.8
EDU-015-AI-Legal-Doc-Generator,Ai Legal Doc Generator,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-015-ai-legal-doc-generator,True,planned,validation,27.0,35.8
EDU-022-AI-Research-Assistant,Ai Research Assistant,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-022-ai-research-assistant,True,planned,validation,27.0,35.8
EDU-024-Language-Learning-AI,Language Learning Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-024-language-learning-ai,True,planned,validation,27.0,35.8
EDU-025-Test-Preparation-AI,Test Preparation Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-025-test-preparation-ai,True,planned,validation,27.0,35.8
EDU-026-Corporate-Training-AI,Corporate Training Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-026-corporate-training-ai,True,planned,validation,27.0,35.8
EDU-027-Medical-Education-AI,Medical Education Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-027-medical-education-ai,True,planned,validation,27.0,35.8
EDU-028-Legal-Education-AI,Legal Education Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-028-legal-education-ai,True,planned,validation,27.0,35.8
EDU-029-Music-Education-AI,Music Education Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-029-music-education-ai,True,planned,validation,27.0,35.8
EDU-030-Art-Education-AI,Art Education Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-030-art-education-ai,True,planned,validation,27.0,35.8
EDU-031-Physical-Education-AI,Physical Education Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-031-physical-education-ai,True,planned,validation,27.0,35.8
EDU-032-Environmental-Education-AI,Environmental Education Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-032-environmental-education-ai,True,planned,validation,27.0,35.8
EDU-033-Social-Studies-AI,Social Studies Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-033-social-studies-ai,True,planned,validation,27.0,35.8
EDU-034-Math-Education-AI,Math Education Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-034-math-education-ai,True,planned,validation,27.0,35.8
EDU-035-Science-Education-AI,Science Education Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-035-science-education-ai,True,planned,validation,27.0,35.8
EDU-036-Reading-Comprehension-AI,Reading Comprehension Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-036-reading-comprehension-ai,True,planned,validation,27.0,35.8
EDU-037-Writing-Instruction-AI,Writing Instruction Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-037-writing-instruction-ai,True,planned,validation,27.0,35.8
EDU-038-Critical-Thinking-AI,Critical Thinking Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-038-critical-thinking-ai,True,planned,validation,27.0,35.8
EDU-039-Emotional-Intelligence-AI,Emotional Intelligence Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-039-emotional-intelligence-ai,True,planned,validation,27.0,35.8
EDU-040-Time-Management-AI,Time Management Ai,education,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,edu-040-time-management-ai,True,planned,validation,27.0,35.8
COMM-006-Community-Technology-Access-AI,Community Technology Access Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-006-community-technology-access-ai,True,planned,validation,27.0,35.8
COMM-007-Youth-Leadership-AI,Youth Leadership Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-007-youth-leadership-ai,True,planned,validation,27.0,35.8
COMM-008-Community-Fundraising-AI,Community Fundraising Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-008-community-fundraising-ai,True,planned,validation,27.0,35.8
COMM-009-Volunteer-Hub-AI,Volunteer Hub Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-009-volunteer-hub-ai,True,planned,validation,27.0,35.8
COMM-010-Disaster-Relief-AI,Disaster Relief Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-010-disaster-relief-ai,True,planned,validation,27.0,35.8
COMM-012-Black-Art-Museum-AI,Black Art Museum Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-012-black-art-museum-ai,True,planned,validation,27.0,35.8
COMM-014-Veterans-Support-AI,Veterans Support Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-014-veterans-support-ai,True,planned,validation,27.0,35.8
COMM-016-Community-Health-AI,Community Health Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-016-community-health-ai,True,planned,validation,27.0,35.8
COMM-018-Neighborhood-Watch-AI,Neighborhood Watch Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-018-neighborhood-watch-ai,True,planned,validation,27.0,35.8
COMM-019-Community-Garden-AI,Community Garden Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-019-community-garden-ai,True,planned,validation,27.0,35.8
COMM-020-Public-Transportation-AI,Public Transportation Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-020-public-transportation-ai,True,planned,validation,27.0,35.8
COMM-021-Housing-Assistance-AI,Housing Assistance Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-021-housing-assistance-ai,True,planned,validation,27.0,35.8
COMM-023-Elder-Companion-AI,Elder Companion Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-023-elder-companion-ai,True,planned,validation,27.0,35.8
COMM-024-Youth-Sports-AI,Youth Sports Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-024-youth-sports-ai,True,planned,validation,27.0,35.8
COMM-026-Public-Education-AI,Public Education Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-026-public-education-ai,True,planned,validation,27.0,35.8
COMM-027-Local-Government-AI,Local Government Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-027-local-government-ai,True,planned,validation,27.0,35.8
COMM-028-Public-Safety-AI,Public Safety Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-028-public-safety-ai,True,planned,validation,27.0,35.8
COMM-029-Community-Wellness-AI,Community Wellness Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-029-community-wellness-ai,True,planned,validation,27.0,35.8
COMM-030-Cultural-Exchange-AI,Cultural Exchange Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-030-cultural-exchange-ai,True,planned,validation,27.0,35.8
COMM-031-Community-Investment-AI,Community Investment Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-031-community-investment-ai,True,planned,validation,27.0,35.8
COMM-032-Public-Health-AI,Public Health Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-032-public-health-ai,True,planned,validation,27.0,35.8
COMM-035-Community-Arts-AI,Community Arts Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-035-community-arts-ai,True,planned,validation,27.0,35.8
COMM-036-Public-Infrastructure-AI,Public Infrastructure Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-036-public-infrastructure-ai,True,planned,validation,27.0,35.8
COMM-037-Neighborhood-Development-AI,Neighborhood Development Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-037-neighborhood-development-ai,True,planned,validation,27.0,35.8
COMM-038-Community-Policing-AI,Community Policing Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-038-community-policing-ai,True,planned,validation,27.0,35.8
COMM-039-Public-Space-AI,Public Space Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-039-public-space-ai,True,planned,validation,27.0,35.8
COMM-040-Community-Recycling-AI,Community Recycling Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-040-community-recycling-ai,True,planned,validation,27.0,35.8
COMM-041-Public-Wi-Fi-AI,Public Wi Fi Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-041-public-wi-fi-ai,True,planned,validation,27.0,35.8
COMM-042-Community-Energy-AI,Community Energy Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-042-community-energy-ai,True,planned,validation,27.0,35.8
COMM-043-Local-Food-Network-AI,Local Food Network Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-043-local-food-network-ai,True,planned,validation,27.0,35.8
COMM-044-Community-Volunteering-AI,Community Volunteering Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-044-community-volunteering-ai,True,planned,validation,27.0,35.8
COMM-045-Public-Childcare-AI,Public Childcare Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-045-public-childcare-ai,True,planned,validation,27.0,35.8
COMM-046-Community-Pet-Care-AI,Community Pet Care Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-046-community-pet-care-ai,True,planned,validation,27.0,35.8
COMM-047-Public-Fitness-AI,Public Fitness Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-047-public-fitness-ai,True,planned,validation,27.0,35.8
COMM-048-Community-Transportation-AI,Community Transportation Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-048-community-transportation-ai,True,planned,validation,27.0,35.8
COMM-049-Public-Event-AI,Public Event Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-049-public-event-ai,True,planned,validation,27.0,35.8
COMM-050-Community-Cultural-AI,Community Cultural Ai,community,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,comm-050-community-cultural-ai,True,planned,validation,27.0,35.8
FH-027-Food-Delivery-Platform,Food Delivery Platform,food-hospitality,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,fh-027-food-delivery-platform,True,planned,planned,23.5,23.5
FH-028-Restaurant-Management-SaaS,Restaurant Management Saas,food-hospitality,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,fh-028-restaurant-management-saas,True,planned,planned,23.5,23.5
FH-029-Food-Quality-Testing-Lab,Food Quality Testing Lab,food-hospitality,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,fh-029-food-quality-testing-lab,True,planned,planned,23.5,23.5
FS-007-Luxury-Fitness-Club,Luxury Fitness Club,fitness-sports,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,fs-007-luxury-fitness-club,True,planned,planned,23.5,23.5
FS-018-Gym-Management-Software,Gym Management Software,fitness-sports,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,fs-018-gym-management-software,True,planned,planned,23.5,23.5
FS-024-Sports-Performance-Center,Sports Performance Center,fitness-sports,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,fs-024-sports-performance-center,True,planned,planned,23.5,23.5
EC-004-Shoe-Customizer,Shoe Customizer,e-commerce,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ec-004-shoe-customizer,True,planned,planned,23.5,23.5
EC-013-Merch-Licensing,Merch Licensing,e-commerce,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ec-013-merch-licensing,True,planned,planned,23.5,23.5
EC-027-Kids-Toy-Line,Kids Toy Line,e-commerce,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ec-027-kids-toy-line,True,planned,planned,23.5,23.5
EC-029-Instant-Brand-Generator,Instant Brand Generator,e-commerce,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ec-029-instant-brand-generator,True,planned,planned,23.5,23.5
EC-031-Automated-Inventory-Forecaster,Automated Inventory Forecaster,e-commerce,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ec-031-automated-inventory-forecaster,True,planned,planned,23.5,23.5
EC-038-Chatbot-Customer-Service,Chatbot Customer Service,e-commerce,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ec-038-chatbot-customer-service,True,planned,planned,23.5,23.5
EC-040-Abandoned-Cart-Recovery,Abandoned Cart Recovery,e-commerce,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ec-040-abandoned-cart-recovery,True,planned,planned,23.5,23.5
EC-041-Seasonal-Trend-Predictor,Seasonal Trend Predictor,e-commerce,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ec-041-seasonal-trend-predictor,True,planned,planned,23.5,23.5
EC-042-Influencer-Matchmaker,Influencer Matchmaker,e-commerce,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ec-042-influencer-matchmaker,True,planned,planned,23.5,23.5
EC-045-AR-Virtual-Fitting-Room,Ar Virtual Fitting Room,e-commerce,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ec-045-ar-virtual-fitting-room,True,planned,planned,23.5,23.5
EC-047-Carbon-Footprint-Tracker,Carbon Footprint Tracker,e-commerce,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ec-047-carbon-footprint-tracker,True,planned,planned,23.5,23.5
TECH-011-Supply-Chain-Optimizer,Supply Chain Optimizer,technology,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,tech-011-supply-chain-optimizer,True,planned,planned,23.5,23.5
TECH-024-Virtual-Assistant-Builder,Virtual Assistant Builder,technology,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,tech-024-virtual-assistant-builder,True,planned,planned,23.5,23.5
TECH-043-Supply-Chain-Optimizer,Supply Chain Optimizer,technology,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,tech-043-supply-chain-optimizer,True,planned,planned,23.5,23.5
TECH-056-Virtual-Assistant-Builder,Virtual Assistant Builder,technology,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,tech-056-virtual-assistant-builder,True,planned,planned,23.5,23.5
OPS-002-Supply-Chain-Optimizer,Supply Chain Optimizer,operations,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,ops-002-supply-chain-optimizer,True,planned,planned,23.5,23.5
EDU-008-Branding-Templates-Marketplace,Branding Templates Marketplace,education,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,edu-008-branding-templates-marketplace,True,planned,planned,23.5,23.5
COMM-001-Luminary-Worldwide-Events,Luminary Worldwide Events,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-001-luminary-worldwide-events,True,planned,validation,23.5,32.2
COMM-002-Brotherhood-Coaching-Network,Brotherhood Coaching Network,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-002-brotherhood-coaching-network,True,planned,validation,23.5,32.2
COMM-003-Ace-Senior-Care-Connect,Ace Senior Care Connect,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-003-ace-senior-care-connect,True,planned,validation,23.5,32.2
COMM-004-Community-Outreach-Nonprofit,Community Outreach Nonprofit,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-004-community-outreach-nonprofit,True,planned,validation,23.5,32.2
COMM-011-Indigenous-Creator-Hub,Indigenous Creator Hub,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-011-indigenous-creator-hub,True,planned,validation,23.5,32.2
COMM-013-Women-s-Empowerment-Network,Women S Empowerment Network,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-013-women-s-empowerment-network,True,planned,validation,23.5,32.2
COMM-015-Youth-Mentorship-Program,Youth Mentorship Program,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-015-youth-mentorship-program,True,planned,validation,23.5,32.2
COMM-017-Local-Business-Directory,Local Business Directory,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-017-local-business-directory,True,planned,validation,23.5,32.2
COMM-022-Job-Training-Center,Job Training Center,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-022-job-training-center,True,planned,validation,23.5,32.2
COMM-025-Community-Legal-Aid,Community Legal Aid,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-025-community-legal-aid,True,planned,validation,23.5,32.2
COMM-033-Youth-Innovation-Hub,Youth Innovation Hub,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-033-youth-innovation-hub,True,planned,validation,23.5,32.2
COMM-034-Senior-Tech-Support,Senior Tech Support,community,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,comm-034-senior-tech-support,True,planned,validation,23.5,32.2
EM-013-Brain-Computer-Interface,Brain Computer Interface,emerging,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,em-013-brain-computer-interface,True,planned,planned,23.5,23.5
EM-046-Smart-City-Governance,Smart City Governance,emerging,planned,pending_formation,True,True,0.0,23.5,Planned / Validating,em-046-smart-city-governance,True,planned,planned,23.5,23.5
BW-002-Mobile-Lash-Service,Mobile Lash Service,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-002-mobile-lash-service,True,mvp,planned,22.8,13.5
BW-005-Lash-Supply-Company,Lash Supply Company,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-005-lash-supply-company,True,mvp,planned,22.8,13.5
BW-007-Lash-Kits-&-Tools,Lash Kits & Tools,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-007-lash-kits-&-tools,False,mvp,mvp,22.8,32.8
BW-010-Online-Lash-Education,Online Lash Education,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-010-online-lash-education,True,mvp,planned,22.8,13.5
BW-012-Mobile-Nail-Tech,Mobile Nail Tech,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-012-mobile-nail-tech,True,mvp,planned,22.8,13.5
BW-014-Press-On-Nail-Brand,Press On Nail Brand,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-014-press-on-nail-brand,True,mvp,planned,22.8,13.5
BW-016-Nail-Polish-Brand,Nail Polish Brand,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-016-nail-polish-brand,True,mvp,planned,22.8,13.5
BW-017-Nail-Care-Products,Nail Care Products,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-017-nail-care-products,True,mvp,planned,22.8,13.5
BW-023-Mobile-Hairstyling,Mobile Hairstyling,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-023-mobile-hairstyling,True,mvp,planned,22.8,13.5
BW-027-Hair-Care-Line,Hair Care Line,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-027-hair-care-line,True,mvp,planned,22.8,13.5
BW-028-Wig-Brand,Wig Brand,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-028-wig-brand,True,mvp,planned,22.8,13.5
BW-029-Hair-Extensions-Brand,Hair Extensions Brand,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-029-hair-extensions-brand,True,mvp,planned,22.8,13.5
BW-036-Bridal-Makeup-Service,Bridal Makeup Service,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-036-bridal-makeup-service,True,mvp,planned,22.8,13.5
BW-037-Mobile-Makeup-Artist,Mobile Makeup Artist,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-037-mobile-makeup-artist,True,mvp,planned,22.8,13.5
BW-039-Cosmetics-Brand,Cosmetics Brand,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-039-cosmetics-brand,True,mvp,planned,22.8,13.5
BW-040-Beauty-Tools-Brand,Beauty Tools Brand,beauty-wellness,mvp,unknown,False,False,0.0,22.8,Planned / Validating,bw-040-beauty-tools-brand,True,mvp,planned,22.8,13.5
LT-003-Logistics-Dispatch-Service,Logistics Dispatch Service,logistics-transport,mvp,unknown,False,False,0.0,22.8,Planned / Validating,lt-003-logistics-dispatch-service,True,mvp,planned,22.8,13.5
LT-004-Last-Mile-Delivery-Dispatch,Last Mile Delivery Dispatch,logistics-transport,mvp,unknown,False,False,0.0,22.8,Planned / Validating,lt-004-last-mile-delivery-dispatch,True,mvp,planned,22.8,13.5
LT-008-Towing-Dispatch,Towing Dispatch,logistics-transport,mvp,unknown,False,False,0.0,22.8,Planned / Validating,lt-008-towing-dispatch,True,mvp,planned,22.8,13.5
LT-009-HVAC-Technician-Dispatch,Hvac Technician Dispatch,logistics-transport,mvp,unknown,False,False,0.0,22.8,Planned / Validating,lt-009-hvac-technician-dispatch,True,mvp,planned,22.8,13.5
LT-010-Field-Service-Dispatch,Field Service Dispatch,logistics-transport,mvp,unknown,False,False,0.0,22.8,Planned / Validating,lt-010-field-service-dispatch,True,mvp,planned,22.8,13.5
LT-017-Courier-Service,Courier Service,logistics-transport,mvp,unknown,False,False,0.0,22.8,Planned / Validating,lt-017-courier-service,True,mvp,planned,22.8,13.5
LT-018-Local-Delivery-Company,Local Delivery Company,logistics-transport,mvp,unknown,False,False,0.0,22.8,Planned / Validating,lt-018-local-delivery-company,True,mvp,planned,22.8,13.5
LT-022-Fulfillment-Center,Fulfillment Center,logistics-transport,mvp,unknown,False,False,0.0,22.8,Planned / Validating,lt-022-fulfillment-center,True,mvp,planned,22.8,13.5
PS-001-Business-Consulting,Business Consulting,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-001-business-consulting,True,mvp,planned,22.8,13.5
PS-003-Accounting-Services,Accounting Services,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-003-accounting-services,True,mvp,planned,22.8,13.5
PS-005-Marketing-Agency,Marketing Agency,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-005-marketing-agency,True,mvp,planned,22.8,13.5
PS-006-Web-Design-Agency,Web Design Agency,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-006-web-design-agency,True,mvp,planned,22.8,13.5
PS-007-IT-Support-Services,It Support Services,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-007-it-support-services,True,mvp,planned,22.8,13.5
PS-008-Virtual-Assistant-Service,Virtual Assistant Service,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-008-virtual-assistant-service,True,mvp,planned,22.8,13.5
PS-009-Bookkeeping-Service,Bookkeeping Service,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-009-bookkeeping-service,True,mvp,planned,22.8,13.5
PS-010-Tax-Preparation-Service,Tax Preparation Service,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-010-tax-preparation-service,True,mvp,planned,22.8,13.5
PS-013-Financial-Planning,Financial Planning,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-013-financial-planning,False,mvp,mvp,22.8,32.8
PS-016-Photography-Service,Photography Service,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-016-photography-service,True,mvp,planned,22.8,13.5
PS-017-Videography-Service,Videography Service,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-017-videography-service,True,mvp,planned,22.8,13.5
PS-019-Copywriting-Service,Copywriting Service,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-019-copywriting-service,True,mvp,planned,22.8,13.5
PS-020-Social-Media-Management,Social Media Management,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-020-social-media-management,True,mvp,planned,22.8,13.5
PS-021-SEO-Agency,Seo Agency,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-021-seo-agency,True,mvp,planned,22.8,13.5
PS-022-PPC-Management,Ppc Management,professional-services,mvp,unknown,False,False,0.0,22.8,Planned / Validating,ps-022-ppc-management,True,mvp,planned,22.8,13.5
