ID,Name,Original_Sector,Canonical_Sector,Original_Stage,Canonical_Stage,GitHub_URL
null,Dashboard Creation Ai,Operations,Professional Services,planned,planned,https://github.com/agno-agi/dash
null,Analytics Platform Ai,Operations,Professional Services,planned,planned,https://github.com/zquestz/s
null,Data Cleaning Ai,Operations,Professional Services,planned,planned,
null,Workflow Management Ai,Operations,Professional Services,planned,planned,
null,Youth Entrepreneurship Curriculum,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-001-youth-entrepreneurship-curriculum
null,Ai Literacy Program,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-002-ai-literacy-program
null,Coding Mentor Certification,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-003-coding-mentor-certification
null,Real Estate Licensing Prep,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-004-real-estate-licensing-prep
null,Coding Bootcamp,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-005-coding-bootcamp
null,Homeschooling Content Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-006-homeschooling-content-ai
null,Ai Tutoring Platform,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-007-ai-tutoring-platform
null,Branding Templates Marketplace,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-008-branding-templates-marketplace
null,Voiceover Script Library,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-009-voiceover-script-library
null,Trade Skills Bootcamp,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-010-trade-skills-bootcamp
null,Franchise Blueprint System,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-011-franchise-blueprint-system
null,Low Income Housing Blueprint,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-012-low-income-housing-blueprint
null,Automated Empire Book,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-013-automated-empire-book
null,Bipoc Creator Incubator,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-014-bipoc-creator-incubator
null,Ai Legal Doc Generator,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-015-ai-legal-doc-generator
null,Virtual Black Art Museum,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-016-virtual-black-art-museum
null,Ai Coding Tutor,Education,Education & Learning,growth,growth,https://github.com/Worldwidebro/edu-017-ai-coding-tutor
null,Online Course Creator,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-018-online-course-creator
null,Executive Education Program,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-019-executive-education-program
null,Youth Stem Program,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-020-youth-stem-program
null,Remote Work Certification,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-021-remote-work-certification
null,Ai Research Assistant,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-022-ai-research-assistant
null,Personal Finance Coach,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-023-personal-finance-coach
null,Language Learning Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-024-language-learning-ai
null,Test Preparation Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-025-test-preparation-ai
null,Corporate Training Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-026-corporate-training-ai
null,Medical Education Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-027-medical-education-ai
null,Legal Education Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-028-legal-education-ai
null,Music Education Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-029-music-education-ai
null,Art Education Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-030-art-education-ai
null,Physical Education Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-031-physical-education-ai
null,Environmental Education Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-032-environmental-education-ai
null,Social Studies Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-033-social-studies-ai
null,Math Education Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-034-math-education-ai
null,Science Education Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-035-science-education-ai
null,Reading Comprehension Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-036-reading-comprehension-ai
null,Writing Instruction Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-037-writing-instruction-ai
null,Critical Thinking Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-038-critical-thinking-ai
null,Emotional Intelligence Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-039-emotional-intelligence-ai
null,Time Management Ai,Education,Education & Learning,planned,planned,https://github.com/Worldwidebro/edu-040-time-management-ai
null,Luminary Worldwide Events,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-001-luminary-worldwide-events
null,Brotherhood Coaching Network,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-002-brotherhood-coaching-network
null,Ace Senior Care Connect,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-003-ace-senior-care-connect
null,Community Outreach Nonprofit,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-004-community-outreach-nonprofit
null,Ace Food Security Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-005-ace-food-security-ai
null,Community Technology Access Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-006-community-technology-access-ai
null,Youth Leadership Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-007-youth-leadership-ai
null,Community Fundraising Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-008-community-fundraising-ai
null,Volunteer Hub Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-009-volunteer-hub-ai
null,Disaster Relief Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-010-disaster-relief-ai
null,Indigenous Creator Hub,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-011-indigenous-creator-hub
null,Black Art Museum Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-012-black-art-museum-ai
null,Women S Empowerment Network,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-013-women-s-empowerment-network
null,Veterans Support Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-014-veterans-support-ai
null,Youth Mentorship Program,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-015-youth-mentorship-program
null,Community Health Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-016-community-health-ai
null,Local Business Directory,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-017-local-business-directory
null,Neighborhood Watch Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-018-neighborhood-watch-ai
null,Community Garden Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-019-community-garden-ai
null,Public Transportation Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-020-public-transportation-ai
null,Housing Assistance Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-021-housing-assistance-ai
null,Job Training Center,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-022-job-training-center
null,Elder Companion Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-023-elder-companion-ai
null,Youth Sports Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-024-youth-sports-ai
null,Community Legal Aid,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-025-community-legal-aid
null,Public Education Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-026-public-education-ai
null,Local Government Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-027-local-government-ai
null,Public Safety Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-028-public-safety-ai
null,Community Wellness Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-029-community-wellness-ai
null,Cultural Exchange Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-030-cultural-exchange-ai
null,Community Investment Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-031-community-investment-ai
null,Public Health Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-032-public-health-ai
null,Youth Innovation Hub,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-033-youth-innovation-hub
null,Senior Tech Support,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-034-senior-tech-support
null,Community Arts Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-035-community-arts-ai
null,Public Infrastructure Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-036-public-infrastructure-ai
null,Neighborhood Development Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-037-neighborhood-development-ai
null,Community Policing Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-038-community-policing-ai
null,Public Space Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-039-public-space-ai
null,Community Recycling Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-040-community-recycling-ai
null,Public Wi Fi Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-041-public-wi-fi-ai
null,Community Energy Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-042-community-energy-ai
null,Local Food Network Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-043-local-food-network-ai
null,Community Volunteering Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-044-community-volunteering-ai
null,Public Childcare Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-045-public-childcare-ai
null,Community Pet Care Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-046-community-pet-care-ai
null,Public Fitness Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-047-public-fitness-ai
null,Community Transportation Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-048-community-transportation-ai
null,Public Event Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-049-public-event-ai
null,Community Cultural Ai,Media,Media & Content,planned,planned,https://github.com/Worldwidebro/comm-050-community-cultural-ai
null,Space Habitat Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-001-space-habitat-ai
null,Fusion Energy Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-002-fusion-energy-ai
null,Teleportation Research Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-003-teleportation-research-ai
null,Climate Solutions Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-004-climate-solutions-ai
null,Holographic Events Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-005-holographic-events-ai
null,Neurofeedback Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-006-neurofeedback-ai
null,Autonomous Delivery Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-007-autonomous-delivery-ai
null,Gene Editing Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-008-gene-editing-ai
null,Space Tourism Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-009-space-tourism-ai
null,Wearables Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-010-wearables-ai
null,Metaverse Hub Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-011-metaverse-hub-ai
null,Energy Grid Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-012-energy-grid-ai
null,Brain Computer Interface,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-013-brain-computer-interface
null,Ocean Cleanup Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-014-ocean-cleanup-ai
null,Crypto Trading Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-015-crypto-trading-ai
null,Synthetic Media Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-016-synthetic-media-ai
null,Space Mining Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-017-space-mining-ai
null,Vr Therapy Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-018-vr-therapy-ai
null,Weather Prediction Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-019-weather-prediction-ai
null,Autonomous Farming Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-020-autonomous-farming-ai
null,Traffic Optimizer Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-021-traffic-optimizer-ai
null,Smart Grid Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-022-smart-grid-ai
null,Disaster Prediction Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-023-disaster-prediction-ai
null,Nanotech Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-024-nanotech-ai
null,Personalized Medicine Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-025-personalized-medicine-ai
null,Ai Diagnostic Lab,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-026-ai-diagnostic-lab
null,Sustainable Cities Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-027-sustainable-cities-ai
null,Renewable Energy Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-028-renewable-energy-ai
null,Climate Modeling Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-029-climate-modeling-ai
null,Policy Advisor Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-030-policy-advisor-ai
null,Governance Hub Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-031-governance-hub-ai
null,Global Challenges Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-032-global-challenges-ai
null,Space Exploration Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-033-space-exploration-ai
null,Education Equity Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-034-education-equity-ai
null,Health Equity Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-035-health-equity-ai
null,Economic Equity Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-036-economic-equity-ai
null,Environmental Justice Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-037-environmental-justice-ai
null,Human Rights Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-038-human-rights-ai
null,Peacebuilding Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-039-peacebuilding-ai
null,Telemedicine Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-040-telemedicine-ai
null,Ai Climate Adaptation,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-041-ai-climate-adaptation
null,Space Agriculture Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-042-space-agriculture-ai
null,Quantum Communication Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-043-quantum-communication-ai
null,Robotics Surgery Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-044-robotics-surgery-ai
null,Ai Disaster Response,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-045-ai-disaster-response
null,Smart City Governance,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-046-smart-city-governance
null,Ai Environmental Monitoring,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-047-ai-environmental-monitoring
null,Space Manufacturing Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-048-space-manufacturing-ai
null,Ai Ocean Exploration,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-049-ai-ocean-exploration
null,Ai Archaeology,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/em-050-ai-archaeology
null,Ai Auction House,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/spec-001-ai-auction-house
null,Smart Marina Management,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Surf Report,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Private Chef Ai,Technology,Technology & Software,planned,planned,https://github.com/get-convex/chef
null,Virtual Concierge Ai,Technology,Technology & Software,planned,planned,
null,Smart Parking Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Interior Design,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Personal Stylist Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Smart Locker System,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Fitness Coach,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Smart Golf Caddie,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Nutritionist,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Smart Hotel Butler,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Language Tutor,Technology,Technology & Software,planned,planned,
null,Smart Transportation Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Travel Planner,Technology,Technology & Software,planned,planned,
null,Smart Agriculture Ai,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/spec-017-smart-agriculture-ai
null,Ai Personal Shopper,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/spec-018-ai-personal-shopper
null,Smart Home Security,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/spec-019-smart-home-security
null,Ai Music Producer,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Smart Restaurant Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Movie Critic,Technology,Technology & Software,planned,planned,
null,Smart Museum Guide,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Sports Analyst,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Smart Library Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Art Curator,Technology,Technology & Software,planned,planned,
null,Smart Fitness Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Poetry Generator,Technology,Technology & Software,planned,planned,https://github.com/python-poetry/poetry
null,Smart Dating Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Journalism Tool,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Smart Legal Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Game Designer,Technology,Technology & Software,growth,growth,https://github.com/zquestz/s
null,Smart Real Estate Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Cooking Assistant,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Smart Health Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Photography Tool,Technology,Technology & Software,planned,planned,
null,Smart Writing Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Comedy Writer,Technology,Technology & Software,planned,planned,https://github.com/Worldwidebro/spec-038-ai-comedy-writer
null,Smart Meditation Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Debate Coach,Technology,Technology & Software,planned,planned,
null,Smart Parenting Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Financial Advisor,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Smart Automotive Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Aviation Planner,Technology,Technology & Software,planned,planned,
null,Smart Maritime Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Weather Forecast,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Smart Energy Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Sports Coach,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Smart Education Ai,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Ai Language Translator,Technology,Technology & Software,planned,planned,https://github.com/zquestz/s
null,Dist,Financial,Financial Services,planned,planned,https://github.com/Worldwidebro/lt-024-distribution-company
null,Node_Modules,Financial,Financial Services,planned,planned,https://github.com/zquestz/s
null,Public,Financial,Financial Services,planned,planned,https://github.com/Worldwidebro/comm-049-public-event-ai
null,Src,Financial,Financial Services,planned,planned,https://github.com/zquestz/s
null,Supabase,Financial,Financial Services,planned,planned,https://github.com/zquestz/s
null,Unknown,Technology,Technology & Software,unknown,unknown,
null,GenixBank Lite,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-001-genixbank-lite
null,Credit Repair Automation,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-002-credit-repair-automation
null,AI Boss Hub Lite,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-003-ai-boss-hub-lite
null,GenixBanks AI Treasurer,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-004-genixbanks-ai-treasurer
null,U-Haul Rental Affiliate,Financial,Financial Services,MVP,mvp,https://github.com/Worldwidebro/fin-005-u-haul-rental-affiliate
null,Tax Prep & Filing Services,Financial,Financial Services,Ideation,Ideation,https://github.com/zquestz/s
null,Business Credit Building,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-007-business-credit-building
null,Business Formation Services,Financial,Financial Services,MVP,mvp,https://github.com/Worldwidebro/fin-008-business-formation-services
null,Crypto Tax Optimizer,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-009-crypto-tax-optimizer
null,AI-Powered Garbage Collection,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-010-ai-powered-garbage-collection
null,Automated Bookkeeping,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-011-automated-bookkeeping
null,Invoice Factoring AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-012-invoice-factoring-ai
null,Charity Donation AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-013-charity-donation-ai
null,Expense Tracker AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-014-expense-tracker-ai
null,Financial Wellness Coach,Financial,Financial Services,MVP,mvp,https://github.com/Worldwidebro/fin-015-financial-wellness-coach
null,Trade Finance AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-016-trade-finance-ai
null,Remittance AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-017-remittance-ai
null,Wealth Transfer AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-018-wealth-transfer-ai
null,Payment Gateway AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-019-payment-gateway-ai
null,Debt Consolidation AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-020-debt-consolidation-ai
null,Tax Deduction Finder,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-021-tax-deduction-finder
null,Budget Forecasting AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-022-budget-forecasting-ai
null,Investment Portfolio AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-023-investment-portfolio-ai
null,Crowdfunding AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-024-crowdfunding-ai
null,Escrow Automation,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-025-escrow-automation
null,Financial Compliance Scanner,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-026-financial-compliance-scanner
null,Patent Writer AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-027-patent-writer-ai
null,Legal Analyzer AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-028-legal-analyzer-ai
null,Compliance Wallet SaaS,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-029-compliance-wallet-saas
null,Local SEO Ranker AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-030-local-seo-ranker-ai
null,Investor Dashboard Builder,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-031-investor-dashboard-builder
null,Legal Toolkit AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-032-legal-toolkit-ai
null,AI Tax Preparation Service,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-033-ai-tax-preparation-service
null,Payroll Automation,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-034-payroll-automation
null,Insurance Underwriting AI,Financial,Financial Services,Ideation,Ideation,https://github.com/Worldwidebro/fin-035-insurance-underwriting-ai
null,Angels in Daylight,Marketplace,E-Commerce & Marketplace,MVP,mvp,https://github.com/Worldwidebro/ec-001-angels-in-daylight
null,New World Apparel,Marketplace,E-Commerce & Marketplace,MVP,mvp,https://github.com/Worldwidebro/ec-002-new-world-apparel
null,Shopify Autopilot,Marketplace,E-Commerce & Marketplace,MVP,mvp,https://github.com/Worldwidebro/ec-003-shopify-autopilot
null,Shoe Customizer,Marketplace,E-Commerce & Marketplace,Ideation,Ideation,https://github.com/Worldwidebro/ec-004-shoe-customizer
null,Sunglasses AI,Marketplace,E-Commerce & Marketplace,Ideation,Ideation,https://github.com/Worldwidebro/ec-005-sunglasses-ai
null,Dropship Hub,Marketplace,E-Commerce & Marketplace,MVP,mvp,https://github.com/Worldwidebro/ec-006-dropship-hub
null,Personal Shopper AI,Marketplace,E-Commerce & Marketplace,Ideation,Ideation,https://github.com/Worldwidebro/ec-007-personal-shopper-ai
null,Custom Sneaker AI,Marketplace,E-Commerce & Marketplace,Ideation,Ideation,https://github.com/Worldwidebro/ec-008-custom-sneaker-ai
null,Sustainable Fashion AI,Marketplace,E-Commerce & Marketplace,Ideation,Ideation,https://github.com/Worldwidebro/ec-009-sustainable-fashion-ai
null,Jewelry Designer AI,Marketplace,E-Commerce & Marketplace,Ideation,Ideation,https://github.com/Worldwidebro/ec-010-jewelry-designer-ai
null,Shopify Autopilot,Technology,Technology & Software,MVP,mvp,https://github.com/Worldwidebro/ec-003-shopify-autopilot
null,Online Course Platform,Education,Education & Learning,Ideation,Ideation,https://github.com/Worldwidebro/mc-017-online-course-platform
null,Local Community Hub,Media,Media & Content,Ideation,Ideation,
null,Process Automation Suite,Operations,Professional Services,Ideation,Ideation,https://github.com/zquestz/s
null,Blockchain Commerce Platform,Technology,Technology & Software,Ideation,Ideation,https://github.com/hcengineering/platform
null,GenixBank Lite,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-001-genixbank-lite
null,Credit Repair Automation,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-002-credit-repair-automation
null,AI Boss Hub Lite,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-003-ai-boss-hub-lite
null,GenixBanks AI Treasurer,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-004-genixbanks-ai-treasurer
null,U-Haul Rental Affiliate,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-005-u-haul-rental-affiliate
null,Tax Prep & Filing Services,Technology,Technology & Software,unknown,unknown,https://github.com/zquestz/s
null,Business Credit Building,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-007-business-credit-building
null,Business Formation Services,Technology,Technology & Software,unknown,unknown,https://github.com/Worldwidebro/fin-008-business-formation-services
