ID,Name,Sector,Stage,GitHub URL,GitHub Pages URL,Repo Match
null,Ai Customer Support,Marketplace,planned,https://github.com/Worldwidebro/ec-085-ai-customer-support,https://worldwidebro.github.io/ai-customer-support/,ec-085-ai-customer-support
null,Ai Order Tracking,Marketplace,planned,https://github.com/Worldwidebro/ec-086-ai-order-tracking,https://worldwidebro.github.io/ai-order-tracking/,ec-086-ai-order-tracking
null,Ai Product Reviews,Marketplace,planned,https://github.com/Worldwidebro/ec-087-ai-product-reviews,https://worldwidebro.github.io/ai-product-reviews/,ec-087-ai-product-reviews
null,Ai Customer Community,Marketplace,planned,https://github.com/Worldwidebro/ec-088-ai-customer-community,https://worldwidebro.github.io/ai-customer-community/,ec-088-ai-customer-community
null,Ai Product Customization,Marketplace,planned,https://github.com/Worldwidebro/ec-089-ai-product-customization,https://worldwidebro.github.io/ai-product-customization/,ec-089-ai-product-customization
null,Ai Gift Registry,Marketplace,planned,https://github.com/Worldwidebro/ec-090-ai-gift-registry,https://worldwidebro.github.io/ai-gift-registry/,ec-090-ai-gift-registry
null,Ai Wedding Registry,Marketplace,planned,https://github.com/Worldwidebro/ec-091-ai-wedding-registry,https://worldwidebro.github.io/ai-wedding-registry/,ec-091-ai-wedding-registry
null,Ai Baby Registry,Marketplace,planned,https://github.com/Worldwidebro/ec-092-ai-baby-registry,https://worldwidebro.github.io/ai-baby-registry/,ec-092-ai-baby-registry
null,Ai Holiday Planner,Marketplace,planned,https://github.com/Worldwidebro/ec-093-ai-holiday-planner,https://worldwidebro.github.io/ai-holiday-planner/,ec-093-ai-holiday-planner
null,Ai Personal Shopper,Marketplace,planned,https://github.com/Worldwidebro/spec-018-ai-personal-shopper,https://worldwidebro.github.io/ai-personal-shopper/,spec-018-ai-personal-shopper
null,Ai Color Match,Marketplace,planned,https://github.com/Worldwidebro/ec-095-ai-color-match,https://worldwidebro.github.io/ai-color-match/,ec-095-ai-color-match
null,Ai Fabric Advisor,Marketplace,planned,https://github.com/Worldwidebro/ec-096-ai-fabric-advisor,https://worldwidebro.github.io/ai-fabric-advisor/,ec-096-ai-fabric-advisor
null,Ai Fit Recommendation,Marketplace,planned,https://github.com/Worldwidebro/ec-097-ai-fit-recommendation,https://worldwidebro.github.io/ai-fit-recommendation/,ec-097-ai-fit-recommendation
null,Ai Outfit Builder,Marketplace,planned,https://github.com/Worldwidebro/ec-098-ai-outfit-builder,https://worldwidebro.github.io/ai-outfit-builder/,ec-098-ai-outfit-builder
null,Ai Seasonal Forecast,Marketplace,planned,https://github.com/Worldwidebro/ec-099-ai-seasonal-forecast,https://worldwidebro.github.io/ai-seasonal-forecast/,ec-099-ai-seasonal-forecast
null,Ai Wardrobe Planner,Marketplace,planned,https://github.com/Worldwidebro/ec-100-ai-wardrobe-planner,https://worldwidebro.github.io/ai-wardrobe-planner/,ec-100-ai-wardrobe-planner
null,Ai Accessory Match,Marketplace,planned,https://github.com/Worldwidebro/ec-101-ai-accessory-match,https://worldwidebro.github.io/ai-accessory-match/,ec-101-ai-accessory-match
null,Ai Shoe Match,Marketplace,planned,https://github.com/Worldwidebro/ec-102-ai-shoe-match,https://worldwidebro.github.io/ai-shoe-match/,ec-102-ai-shoe-match
null,Ai Jewelry Match,Marketplace,planned,https://github.com/Worldwidebro/ec-103-ai-jewelry-match,https://worldwidebro.github.io/ai-jewelry-match/,ec-103-ai-jewelry-match
null,Ai Bag Match,Marketplace,planned,https://github.com/Worldwidebro/ec-104-ai-bag-match,https://worldwidebro.github.io/ai-bag-match/,ec-104-ai-bag-match
null,Ai Color Palette,Marketplace,planned,https://github.com/Worldwidebro/ec-105-ai-color-palette,https://worldwidebro.github.io/ai-color-palette/,ec-105-ai-color-palette
null,Ai Outfit Recycling,Marketplace,planned,https://github.com/Worldwidebro/ec-106-ai-outfit-recycling,https://worldwidebro.github.io/ai-outfit-recycling/,ec-106-ai-outfit-recycling
null,Ai Style Evolution,Marketplace,planned,https://github.com/Worldwidebro/ec-107-ai-style-evolution,https://worldwidebro.github.io/ai-style-evolution/,ec-107-ai-style-evolution
null,Ai Budget Stylist,Marketplace,planned,https://github.com/Worldwidebro/ec-108-ai-budget-stylist,https://worldwidebro.github.io/ai-budget-stylist/,ec-108-ai-budget-stylist
null,Ai Trend Archive,Marketplace,planned,https://github.com/Worldwidebro/ec-109-ai-trend-archive,https://worldwidebro.github.io/ai-trend-archive/,ec-109-ai-trend-archive
null,Ai Vintage Advisor,Marketplace,planned,https://github.com/Worldwidebro/ec-110-ai-vintage-advisor,https://worldwidebro.github.io/ai-vintage-advisor/,ec-110-ai-vintage-advisor
null,Quantum Algorithm Ai,Technology,planned,https://github.com/Worldwidebro/tech-001-quantum-algorithm-ai,https://worldwidebro.github.io/quantum-algorithm-ai/,tech-001-quantum-algorithm-ai
null,Ai Compliance Scanner,Technology,planned,https://github.com/Worldwidebro/tech-002-ai-compliance-scanner,https://worldwidebro.github.io/ai-compliance-scanner/,tech-002-ai-compliance-scanner
null,Cloud Management Ai,Technology,planned,https://github.com/Worldwidebro/tech-003-cloud-management-ai,https://worldwidebro.github.io/cloud-management-ai/,tech-003-cloud-management-ai
null,Robotics Training Ai,Technology,planned,https://github.com/Worldwidebro/tech-004-robotics-training-ai,https://worldwidebro.github.io/robotics-training-ai/,tech-004-robotics-training-ai
null,Customer Insights Ai,Technology,planned,https://github.com/Worldwidebro/tech-005-customer-insights-ai,https://worldwidebro.github.io/customer-insights-ai/,tech-005-customer-insights-ai
null,Voice Assistant Ai,Technology,planned,https://github.com/Worldwidebro/tech-006-voice-assistant-ai,https://worldwidebro.github.io/voice-assistant-ai/,tech-006-voice-assistant-ai
null,Blockchain Verifier Ai,Technology,planned,https://github.com/Worldwidebro/tech-007-blockchain-verifier-ai,https://worldwidebro.github.io/blockchain-verifier-ai/,tech-007-blockchain-verifier-ai
null,Cybersecurity Shield,Technology,planned,https://github.com/Worldwidebro/tech-040-cybersecurity-shield,https://worldwidebro.github.io/cybersecurity-shield/,tech-040-cybersecurity-shield
null,Content Studio Ai,Technology,planned,https://github.com/Worldwidebro/tech-009-content-studio-ai,https://worldwidebro.github.io/content-studio-ai/,tech-009-content-studio-ai
null,Smart Home Ai,Technology,planned,https://github.com/Worldwidebro/tech-010-smart-home-ai,https://worldwidebro.github.io/smart-home-ai/,tech-010-smart-home-ai
null,Supply Chain Optimizer,Technology,planned,https://github.com/Worldwidebro/ops-002-supply-chain-optimizer,https://worldwidebro.github.io/supply-chain-optimizer/,ops-002-supply-chain-optimizer
null,Data Visualization Ai,Technology,planned,https://github.com/Worldwidebro/tech-012-data-visualization-ai,https://worldwidebro.github.io/data-visualization-ai/,tech-012-data-visualization-ai
null,Workflow Automation,Technology,planned,https://github.com/Worldwidebro/billionaire-workflow-automation,https://worldwidebro.github.io/workflow-automation/,billionaire-workflow-automation
null,Sentiment Analyzer,Technology,planned,https://github.com/Worldwidebro/tech-014-sentiment-analyzer,https://worldwidebro.github.io/sentiment-analyzer/,tech-014-sentiment-analyzer
null,Image Recognition Ai,Technology,planned,https://github.com/Worldwidebro/tech-015-image-recognition-ai,https://worldwidebro.github.io/image-recognition-ai/,tech-015-image-recognition-ai
null,Video Editor Ai,Technology,planned,https://github.com/Worldwidebro/tech-016-video-editor-ai,https://worldwidebro.github.io/video-editor-ai/,tech-016-video-editor-ai
null,Speech To Text Ai,Technology,planned,https://github.com/Worldwidebro/tech-017-speech-to-text-ai,https://worldwidebro.github.io/speech-to-text-ai/,tech-017-speech-to-text-ai
null,Text To Speech Ai,Technology,planned,https://github.com/Worldwidebro/tech-018-text-to-speech-ai,https://worldwidebro.github.io/text-to-speech-ai/,tech-018-text-to-speech-ai
null,Fraud Prevention Ai,Technology,planned,https://github.com/Worldwidebro/tech-051-fraud-prevention-ai,https://worldwidebro.github.io/fraud-prevention-ai/,tech-051-fraud-prevention-ai
null,Recommendation Engine,Technology,planned,https://github.com/Worldwidebro/ec-034-recommendation-engine,https://worldwidebro.github.io/recommendation-engine/,ec-034-recommendation-engine
null,Network Security Ai,Technology,planned,https://github.com/Worldwidebro/tech-021-network-security-ai,https://worldwidebro.github.io/network-security-ai/,tech-021-network-security-ai
null,Database Optimizer,Technology,planned,https://github.com/Worldwidebro/tech-022-database-optimizer,https://worldwidebro.github.io/database-optimizer/,tech-022-database-optimizer
null,Ai Testing Platform,Technology,planned,https://github.com/Worldwidebro/tech-023-ai-testing-platform,https://worldwidebro.github.io/ai-testing-platform/,tech-023-ai-testing-platform
null,Virtual Assistant Builder,Technology,planned,https://github.com/Worldwidebro/tech-024-virtual-assistant-builder,https://worldwidebro.github.io/virtual-assistant-builder/,tech-024-virtual-assistant-builder
null,Machine Learning Builder,Technology,planned,https://github.com/Worldwidebro/tech-025-machine-learning-builder,https://worldwidebro.github.io/machine-learning-builder/,tech-025-machine-learning-builder
null,Ai Ethics Auditor,Technology,planned,https://github.com/Worldwidebro/tech-026-ai-ethics-auditor,https://worldwidebro.github.io/ai-ethics-auditor/,tech-026-ai-ethics-auditor
null,Predictive Analytics Ai,Technology,planned,https://github.com/Worldwidebro/tech-027-predictive-analytics-ai,https://worldwidebro.github.io/predictive-analytics-ai/,tech-027-predictive-analytics-ai
null,Ai Training Platform,Technology,planned,https://github.com/Worldwidebro/tech-028-ai-training-platform,https://worldwidebro.github.io/ai-training-platform/,tech-028-ai-training-platform
null,Digital Twin Ai,Technology,planned,https://github.com/Worldwidebro/tech-029-digital-twin-ai,https://worldwidebro.github.io/digital-twin-ai/,tech-029-digital-twin-ai
null,Ai Monitoring System,Technology,planned,https://github.com/Worldwidebro/tech-030-ai-monitoring-system,https://worldwidebro.github.io/ai-monitoring-system/,tech-030-ai-monitoring-system
null,Edge Computing Ai,Technology,planned,https://github.com/Worldwidebro/tech-031-edge-computing-ai,https://worldwidebro.github.io/edge-computing-ai/,tech-031-edge-computing-ai
null,Ai Integration Hub,Technology,planned,https://github.com/Worldwidebro/tech-032-ai-integration-hub,https://worldwidebro.github.io/ai-integration-hub/,tech-032-ai-integration-hub
null,Quantum Algorithm Ai,Technology,planned,https://github.com/Worldwidebro/tech-001-quantum-algorithm-ai,https://worldwidebro.github.io/quantum-algorithm-ai/,tech-001-quantum-algorithm-ai
null,Ai Compliance Scanner,Technology,planned,https://github.com/Worldwidebro/tech-002-ai-compliance-scanner,https://worldwidebro.github.io/ai-compliance-scanner/,tech-002-ai-compliance-scanner
null,Cloud Management Ai,Technology,planned,https://github.com/Worldwidebro/tech-003-cloud-management-ai,https://worldwidebro.github.io/cloud-management-ai/,tech-003-cloud-management-ai
null,Robotics Training Ai,Technology,planned,https://github.com/Worldwidebro/tech-004-robotics-training-ai,https://worldwidebro.github.io/robotics-training-ai/,tech-004-robotics-training-ai
null,Customer Insights Ai,Technology,planned,https://github.com/Worldwidebro/tech-005-customer-insights-ai,https://worldwidebro.github.io/customer-insights-ai/,tech-005-customer-insights-ai
null,Voice Assistant Ai,Technology,planned,https://github.com/Worldwidebro/tech-006-voice-assistant-ai,https://worldwidebro.github.io/voice-assistant-ai/,tech-006-voice-assistant-ai
null,Blockchain Verifier Ai,Technology,validation,https://github.com/Worldwidebro/tech-007-blockchain-verifier-ai,https://worldwidebro.github.io/blockchain-verifier-ai/,tech-007-blockchain-verifier-ai
null,Cybersecurity Shield,Technology,planned,https://github.com/Worldwidebro/tech-040-cybersecurity-shield,https://worldwidebro.github.io/cybersecurity-shield/,tech-040-cybersecurity-shield
null,Content Studio Ai,Technology,planned,https://github.com/Worldwidebro/tech-009-content-studio-ai,https://worldwidebro.github.io/content-studio-ai/,tech-009-content-studio-ai
null,Smart Home Ai,Technology,planned,https://github.com/Worldwidebro/tech-010-smart-home-ai,https://worldwidebro.github.io/smart-home-ai/,tech-010-smart-home-ai
null,Supply Chain Optimizer,Technology,planned,https://github.com/Worldwidebro/ops-002-supply-chain-optimizer,https://worldwidebro.github.io/supply-chain-optimizer/,ops-002-supply-chain-optimizer
null,Data Visualization Ai,Technology,planned,https://github.com/Worldwidebro/tech-012-data-visualization-ai,https://worldwidebro.github.io/data-visualization-ai/,tech-012-data-visualization-ai
null,Workflow Automation,Technology,planned,https://github.com/Worldwidebro/billionaire-workflow-automation,https://worldwidebro.github.io/workflow-automation/,billionaire-workflow-automation
null,Sentiment Analyzer,Technology,planned,https://github.com/Worldwidebro/tech-014-sentiment-analyzer,https://worldwidebro.github.io/sentiment-analyzer/,tech-014-sentiment-analyzer
null,Image Recognition Ai,Technology,planned,https://github.com/Worldwidebro/tech-015-image-recognition-ai,https://worldwidebro.github.io/image-recognition-ai/,tech-015-image-recognition-ai
null,Video Editor Ai,Technology,planned,https://github.com/Worldwidebro/tech-016-video-editor-ai,https://worldwidebro.github.io/video-editor-ai/,tech-016-video-editor-ai
null,Speech To Text Ai,Technology,planned,https://github.com/Worldwidebro/tech-017-speech-to-text-ai,https://worldwidebro.github.io/speech-to-text-ai/,tech-017-speech-to-text-ai
null,Text To Speech Ai,Technology,planned,https://github.com/Worldwidebro/tech-018-text-to-speech-ai,https://worldwidebro.github.io/text-to-speech-ai/,tech-018-text-to-speech-ai
null,Fraud Prevention Ai,Technology,planned,https://github.com/Worldwidebro/tech-051-fraud-prevention-ai,https://worldwidebro.github.io/fraud-prevention-ai/,tech-051-fraud-prevention-ai
null,Recommendation Engine,Technology,planned,https://github.com/Worldwidebro/ec-034-recommendation-engine,https://worldwidebro.github.io/recommendation-engine/,ec-034-recommendation-engine
null,Network Security Ai,Technology,planned,https://github.com/Worldwidebro/tech-021-network-security-ai,https://worldwidebro.github.io/network-security-ai/,tech-021-network-security-ai
null,Database Optimizer,Technology,planned,https://github.com/Worldwidebro/tech-022-database-optimizer,https://worldwidebro.github.io/database-optimizer/,tech-022-database-optimizer
null,Ai Testing Platform,Technology,planned,https://github.com/Worldwidebro/tech-023-ai-testing-platform,https://worldwidebro.github.io/ai-testing-platform/,tech-023-ai-testing-platform
null,Virtual Assistant Builder,Technology,planned,https://github.com/Worldwidebro/tech-024-virtual-assistant-builder,https://worldwidebro.github.io/virtual-assistant-builder/,tech-024-virtual-assistant-builder
null,Machine Learning Builder,Technology,planned,https://github.com/Worldwidebro/tech-025-machine-learning-builder,https://worldwidebro.github.io/machine-learning-builder/,tech-025-machine-learning-builder
null,Ai Ethics Auditor,Technology,planned,https://github.com/Worldwidebro/tech-026-ai-ethics-auditor,https://worldwidebro.github.io/ai-ethics-auditor/,tech-026-ai-ethics-auditor
null,Predictive Analytics Ai,Technology,planned,https://github.com/Worldwidebro/tech-027-predictive-analytics-ai,https://worldwidebro.github.io/predictive-analytics-ai/,tech-027-predictive-analytics-ai
null,Ai Training Platform,Technology,planned,https://github.com/Worldwidebro/tech-028-ai-training-platform,https://worldwidebro.github.io/ai-training-platform/,tech-028-ai-training-platform
null,Fractional Cto Agency,Operations,planned,https://github.com/Worldwidebro/ops-001-fractional-cto-agency,https://worldwidebro.github.io/fractional-cto-agency/,ops-001-fractional-cto-agency
null,Supply Chain Optimizer,Operations,planned,https://github.com/Worldwidebro/ops-002-supply-chain-optimizer,https://worldwidebro.github.io/supply-chain-optimizer/,ops-002-supply-chain-optimizer
null,Event Planning Ai,Operations,planned,https://github.com/Worldwidebro/ops-003-event-planning-ai,https://worldwidebro.github.io/event-planning-ai/,ops-003-event-planning-ai
null,Inventory Management Ai,Operations,planned,https://github.com/Worldwidebro/ops-004-inventory-management-ai,https://worldwidebro.github.io/inventory-management-ai/,ops-004-inventory-management-ai
null,Project Management Ai,Operations,planned,https://github.com/Worldwidebro/ops-005-project-management-ai,https://worldwidebro.github.io/project-management-ai/,ops-005-project-management-ai
null,Document Automation Ai,Operations,planned,https://github.com/Worldwidebro/ops-006-document-automation-ai,https://worldwidebro.github.io/document-automation-ai/,ops-006-document-automation-ai
null,Meeting Assistant Ai,Operations,planned,https://github.com/Worldwidebro/ops-007-meeting-assistant-ai,https://worldwidebro.github.io/meeting-assistant-ai/,ops-007-meeting-assistant-ai
null,Recruitment Ai,Operations,planned,https://github.com/Worldwidebro/ops-008-recruitment-ai,https://worldwidebro.github.io/recruitment-ai/,ops-008-recruitment-ai
null,Onboarding Ai,Operations,planned,https://github.com/Worldwidebro/ops-009-onboarding-ai,https://worldwidebro.github.io/onboarding-ai/,ops-009-onboarding-ai
null,Training Platform Ai,Operations,planned,https://github.com/Worldwidebro/ops-010-training-platform-ai,https://worldwidebro.github.io/training-platform-ai/,ops-010-training-platform-ai
null,Performance Review Ai,Operations,planned,https://github.com/Worldwidebro/ops-011-performance-review-ai,https://worldwidebro.github.io/performance-review-ai/,ops-011-performance-review-ai
null,It Support Ai,Operations,planned,https://github.com/Worldwidebro/ops-012-it-support-ai,https://worldwidebro.github.io/it-support-ai/,ops-012-it-support-ai
null,Facilities Management Ai,Operations,planned,https://github.com/Worldwidebro/ops-013-facilities-management-ai,https://worldwidebro.github.io/facilities-management-ai/,ops-013-facilities-management-ai
null,Travel Booking Ai,Operations,planned,https://github.com/Worldwidebro/ops-014-travel-booking-ai,https://worldwidebro.github.io/travel-booking-ai/,ops-014-travel-booking-ai
null,Expense Management Ai,Operations,planned,https://github.com/Worldwidebro/ops-015-expense-management-ai,https://worldwidebro.github.io/expense-management-ai/,ops-015-expense-management-ai
null,Contract Management Ai,Operations,planned,https://github.com/nektos/act,https://worldwidebro.github.io/contract-management-ai/,act
null,Compliance Monitoring Ai,Operations,planned,,,
null,Quality Control Ai,Operations,planned,,,
null,Asset Management Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/asset-management-ai/,s
null,Time Tracking Ai,Operations,planned,,,
null,Document Security Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/document-security-ai/,s
null,Knowledge Management Ai,Operations,planned,https://github.com/camel-ai/owl,https://worldwidebro.github.io/knowledge-management-ai/,owl
null,Meeting Transcription Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/meeting-transcription-ai/,s
null,Task Automation Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/task-automation-ai/,s
null,Resource Allocation Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/resource-allocation-ai/,s
null,Budget Planning Ai,Operations,planned,,,
null,Cost Optimization Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/cost-optimization-ai/,s
null,Procurement Ai,Operations,planned,,,
null,Vendor Management Ai,Operations,planned,,,
null,Contract Negotiation Ai,Operations,planned,https://github.com/nektos/act,https://worldwidebro.github.io/contract-negotiation-ai/,act
null,Legal Document Ai,Operations,planned,,,
null,Compliance Reporting Ai,Operations,planned,,,
null,Training Content Ai,Operations,planned,,,
null,Employee Engagement Ai,Operations,planned,,,
null,Succession Planning Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/succession-planning-ai/,s
null,Workspace Design Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/workspace-design-ai/,s
null,Energy Efficiency Ai,Operations,planned,,,
null,Security Monitoring Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/security-monitoring-ai/,s
null,Health Safety Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/health-safety-ai/,s
null,Disaster Recovery Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/disaster-recovery-ai/,s
null,It Asset Management,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/it-asset-management/,s
null,Cloud Cost Management,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/cloud-cost-management/,s
null,Data Governance Ai,Operations,planned,,,
null,Network Monitoring Ai,Operations,planned,,,
null,Software Licensing Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/software-licensing-ai/,s
null,It Procurement Ai,Operations,planned,,,
null,System Integration Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/system-integration-ai/,s
null,Data Backup Ai,Operations,planned,,,
null,Business Continuity Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/business-continuity-ai/,s
null,Compliance Audit Ai,Operations,planned,,,
null,Document Collaboration Ai,Operations,planned,,,
null,Video Conferencing Ai,Operations,planned,,,
null,Email Management Ai,Operations,planned,,,
null,Calendar Optimization Ai,Operations,planned,,,
null,Project Budget Ai,Operations,planned,,,
null,Resource Forecasting Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/resource-forecasting-ai/,s
null,Task Prioritization Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/task-prioritization-ai/,s
null,Time Management Ai,Operations,planned,https://github.com/Worldwidebro/edu-040-time-management-ai,https://worldwidebro.github.io/time-management-ai/,edu-040-time-management-ai
null,Meeting Minutes Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/meeting-minutes-ai/,s
null,Document Translation Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/document-translation-ai/,s
null,Form Automation Ai,Operations,planned,,,
null,Report Generation Ai,Operations,planned,,,
null,Dashboard Creation Ai,Operations,planned,https://github.com/agno-agi/dash,https://worldwidebro.github.io/dashboard-creation-ai/,dash
null,Analytics Platform Ai,Operations,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/analytics-platform-ai/,s
null,Data Cleaning Ai,Operations,planned,,,
null,Workflow Management Ai,Operations,planned,,,
null,Youth Entrepreneurship Curriculum,Education,planned,https://github.com/Worldwidebro/edu-001-youth-entrepreneurship-curriculum,https://worldwidebro.github.io/youth-entrepreneurship-curriculum/,edu-001-youth-entrepreneurship-curriculum
null,Ai Literacy Program,Education,planned,https://github.com/Worldwidebro/edu-002-ai-literacy-program,https://worldwidebro.github.io/ai-literacy-program/,edu-002-ai-literacy-program
null,Coding Mentor Certification,Education,planned,https://github.com/Worldwidebro/edu-003-coding-mentor-certification,https://worldwidebro.github.io/coding-mentor-certification/,edu-003-coding-mentor-certification
null,Real Estate Licensing Prep,Education,planned,https://github.com/Worldwidebro/edu-004-real-estate-licensing-prep,https://worldwidebro.github.io/real-estate-licensing-prep/,edu-004-real-estate-licensing-prep
null,Coding Bootcamp,Education,planned,https://github.com/Worldwidebro/edu-005-coding-bootcamp,https://worldwidebro.github.io/coding-bootcamp/,edu-005-coding-bootcamp
null,Homeschooling Content Ai,Education,planned,https://github.com/Worldwidebro/edu-006-homeschooling-content-ai,https://worldwidebro.github.io/homeschooling-content-ai/,edu-006-homeschooling-content-ai
null,Ai Tutoring Platform,Education,planned,https://github.com/Worldwidebro/edu-007-ai-tutoring-platform,https://worldwidebro.github.io/ai-tutoring-platform/,edu-007-ai-tutoring-platform
null,Branding Templates Marketplace,Education,planned,https://github.com/Worldwidebro/edu-008-branding-templates-marketplace,https://worldwidebro.github.io/branding-templates-marketplace/,edu-008-branding-templates-marketplace
null,Voiceover Script Library,Education,planned,https://github.com/Worldwidebro/edu-009-voiceover-script-library,https://worldwidebro.github.io/voiceover-script-library/,edu-009-voiceover-script-library
null,Trade Skills Bootcamp,Education,planned,https://github.com/Worldwidebro/edu-010-trade-skills-bootcamp,https://worldwidebro.github.io/trade-skills-bootcamp/,edu-010-trade-skills-bootcamp
null,Franchise Blueprint System,Education,planned,https://github.com/Worldwidebro/edu-011-franchise-blueprint-system,https://worldwidebro.github.io/franchise-blueprint-system/,edu-011-franchise-blueprint-system
null,Low Income Housing Blueprint,Education,planned,https://github.com/Worldwidebro/edu-012-low-income-housing-blueprint,https://worldwidebro.github.io/low-income-housing-blueprint/,edu-012-low-income-housing-blueprint
null,Automated Empire Book,Education,planned,https://github.com/Worldwidebro/edu-013-automated-empire-book,https://worldwidebro.github.io/automated-empire-book/,edu-013-automated-empire-book
null,Bipoc Creator Incubator,Education,planned,https://github.com/Worldwidebro/edu-014-bipoc-creator-incubator,https://worldwidebro.github.io/bipoc-creator-incubator/,edu-014-bipoc-creator-incubator
null,Ai Legal Doc Generator,Education,planned,https://github.com/Worldwidebro/edu-015-ai-legal-doc-generator,https://worldwidebro.github.io/ai-legal-doc-generator/,edu-015-ai-legal-doc-generator
null,Virtual Black Art Museum,Education,planned,https://github.com/Worldwidebro/edu-016-virtual-black-art-museum,https://worldwidebro.github.io/virtual-black-art-museum/,edu-016-virtual-black-art-museum
null,Ai Coding Tutor,Education,growth,https://github.com/Worldwidebro/edu-017-ai-coding-tutor,https://worldwidebro.github.io/ai-coding-tutor/,edu-017-ai-coding-tutor
null,Online Course Creator,Education,planned,https://github.com/Worldwidebro/edu-018-online-course-creator,https://worldwidebro.github.io/online-course-creator/,edu-018-online-course-creator
null,Executive Education Program,Education,planned,https://github.com/Worldwidebro/edu-019-executive-education-program,https://worldwidebro.github.io/executive-education-program/,edu-019-executive-education-program
null,Youth Stem Program,Education,planned,https://github.com/Worldwidebro/edu-020-youth-stem-program,https://worldwidebro.github.io/youth-stem-program/,edu-020-youth-stem-program
null,Remote Work Certification,Education,planned,https://github.com/Worldwidebro/edu-021-remote-work-certification,https://worldwidebro.github.io/remote-work-certification/,edu-021-remote-work-certification
null,Ai Research Assistant,Education,planned,https://github.com/Worldwidebro/edu-022-ai-research-assistant,https://worldwidebro.github.io/ai-research-assistant/,edu-022-ai-research-assistant
null,Personal Finance Coach,Education,planned,https://github.com/Worldwidebro/edu-023-personal-finance-coach,https://worldwidebro.github.io/personal-finance-coach/,edu-023-personal-finance-coach
null,Language Learning Ai,Education,planned,https://github.com/Worldwidebro/edu-024-language-learning-ai,https://worldwidebro.github.io/language-learning-ai/,edu-024-language-learning-ai
null,Test Preparation Ai,Education,planned,https://github.com/Worldwidebro/edu-025-test-preparation-ai,https://worldwidebro.github.io/test-preparation-ai/,edu-025-test-preparation-ai
null,Corporate Training Ai,Education,planned,https://github.com/Worldwidebro/edu-026-corporate-training-ai,https://worldwidebro.github.io/corporate-training-ai/,edu-026-corporate-training-ai
null,Medical Education Ai,Education,planned,https://github.com/Worldwidebro/edu-027-medical-education-ai,https://worldwidebro.github.io/medical-education-ai/,edu-027-medical-education-ai
null,Legal Education Ai,Education,planned,https://github.com/Worldwidebro/edu-028-legal-education-ai,https://worldwidebro.github.io/legal-education-ai/,edu-028-legal-education-ai
null,Music Education Ai,Education,planned,https://github.com/Worldwidebro/edu-029-music-education-ai,https://worldwidebro.github.io/music-education-ai/,edu-029-music-education-ai
null,Art Education Ai,Education,planned,https://github.com/Worldwidebro/edu-030-art-education-ai,https://worldwidebro.github.io/art-education-ai/,edu-030-art-education-ai
null,Physical Education Ai,Education,planned,https://github.com/Worldwidebro/edu-031-physical-education-ai,https://worldwidebro.github.io/physical-education-ai/,edu-031-physical-education-ai
null,Environmental Education Ai,Education,planned,https://github.com/Worldwidebro/edu-032-environmental-education-ai,https://worldwidebro.github.io/environmental-education-ai/,edu-032-environmental-education-ai
null,Social Studies Ai,Education,planned,https://github.com/Worldwidebro/edu-033-social-studies-ai,https://worldwidebro.github.io/social-studies-ai/,edu-033-social-studies-ai
null,Math Education Ai,Education,planned,https://github.com/Worldwidebro/edu-034-math-education-ai,https://worldwidebro.github.io/math-education-ai/,edu-034-math-education-ai
null,Science Education Ai,Education,planned,https://github.com/Worldwidebro/edu-035-science-education-ai,https://worldwidebro.github.io/science-education-ai/,edu-035-science-education-ai
null,Reading Comprehension Ai,Education,planned,https://github.com/Worldwidebro/edu-036-reading-comprehension-ai,https://worldwidebro.github.io/reading-comprehension-ai/,edu-036-reading-comprehension-ai
null,Writing Instruction Ai,Education,planned,https://github.com/Worldwidebro/edu-037-writing-instruction-ai,https://worldwidebro.github.io/writing-instruction-ai/,edu-037-writing-instruction-ai
null,Critical Thinking Ai,Education,planned,https://github.com/Worldwidebro/edu-038-critical-thinking-ai,https://worldwidebro.github.io/critical-thinking-ai/,edu-038-critical-thinking-ai
