repo,venture_id,name,sector,band,completion_est,signal_quality,has_code,has_dashboard,has_payments,notes
em-034-education-equity-ai,EM-034-Education-Equity-AI,Education Equity Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-035-health-equity-ai,EM-035-Health-Equity-AI,Health Equity Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-036-economic-equity-ai,EM-036-Economic-Equity-AI,Economic Equity Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-037-environmental-justice-ai,EM-037-Environmental-Justice-AI,Environmental Justice Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-038-human-rights-ai,EM-038-Human-Rights-AI,Human Rights Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-039-peacebuilding-ai,EM-039-Peacebuilding-AI,Peacebuilding Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-040-telemedicine-ai,EM-040-Telemedicine-AI,Telemedicine Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-041-ai-climate-adaptation,EM-041-AI-Climate-Adaptation,Ai Climate Adaptation,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-042-space-agriculture-ai,EM-042-Space-Agriculture-AI,Space Agriculture Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-043-quantum-communication-ai,EM-043-Quantum-Communication-AI,Quantum Communication Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-044-robotics-surgery-ai,EM-044-Robotics-Surgery-AI,Robotics Surgery Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-045-ai-disaster-response,EM-045-AI-Disaster-Response,Ai Disaster Response,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-046-smart-city-governance,EM-046-Smart-City-Governance,Smart City Governance,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-047-ai-environmental-monitoring,EM-047-AI-Environmental-Monitoring,Ai Environmental Monitoring,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-048-space-manufacturing-ai,EM-048-Space-Manufacturing-AI,Space Manufacturing Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-049-ai-ocean-exploration,EM-049-AI-Ocean-Exploration,Ai Ocean Exploration,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-050-ai-archaeology,EM-050-AI-Archaeology,Ai Archaeology,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
fh-027-food-delivery-platform,FH-027-Food-Delivery-Platform,Food Delivery Platform,food-hospitality,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
fh-028-restaurant-management-saas,FH-028-Restaurant-Management-SaaS,Restaurant Management Saas,food-hospitality,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
fh-029-food-quality-testing-lab,FH-029-Food-Quality-Testing-Lab,Food Quality Testing Lab,food-hospitality,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
fs-007-luxury-fitness-club,FS-007-Luxury-Fitness-Club,Luxury Fitness Club,fitness-sports,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
fs-017-ai-personal-trainer,FS-017-AI-Personal-Trainer,Ai Personal Trainer,fitness-sports,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
fs-018-gym-management-software,FS-018-Gym-Management-Software,Gym Management Software,fitness-sports,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
fs-019-wearable-analytics-platform,FS-019-Wearable-Analytics-Platform,Wearable Analytics Platform,fitness-sports,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
fs-024-sports-performance-center,FS-024-Sports-Performance-Center,Sports Performance Center,fitness-sports,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-001-fractional-cto-agency,OPS-001-Fractional-CTO-Agency,Fractional Cto Agency,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-002-supply-chain-optimizer,OPS-002-Supply-Chain-Optimizer,Supply Chain Optimizer,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-003-event-planning-ai,OPS-003-Event-Planning-AI,Event Planning Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-004-inventory-management-ai,OPS-004-Inventory-Management-AI,Inventory Management Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-005-project-management-ai,OPS-005-Project-Management-AI,Project Management Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-006-document-automation-ai,OPS-006-Document-Automation-AI,Document Automation Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-007-meeting-assistant-ai,OPS-007-Meeting-Assistant-AI,Meeting Assistant Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-008-recruitment-ai,OPS-008-Recruitment-AI,Recruitment Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-009-onboarding-ai,OPS-009-Onboarding-AI,Onboarding Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-010-training-platform-ai,OPS-010-Training-Platform-AI,Training Platform Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-011-performance-review-ai,OPS-011-Performance-Review-AI,Performance Review Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-012-it-support-ai,OPS-012-IT-Support-AI,It Support Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-013-facilities-management-ai,OPS-013-Facilities-Management-AI,Facilities Management Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-014-travel-booking-ai,OPS-014-Travel-Booking-AI,Travel Booking Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ops-015-expense-management-ai,OPS-015-Expense-Management-AI,Expense Management Ai,operations,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-001-quantum-algorithm-ai,TECH-001-Quantum-Algorithm-AI,Quantum Algorithm Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-002-ai-compliance-scanner,TECH-002-AI-Compliance-Scanner,Ai Compliance Scanner,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-003-cloud-management-ai,TECH-003-Cloud-Management-AI,Cloud Management Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-004-robotics-training-ai,TECH-004-Robotics-Training-AI,Robotics Training Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-005-customer-insights-ai,TECH-005-Customer-Insights-AI,Customer Insights Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-006-voice-assistant-ai,TECH-006-Voice-Assistant-AI,Voice Assistant Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-007-blockchain-verifier-ai,TECH-007-Blockchain-Verifier-AI,Blockchain Verifier Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-009-content-studio-ai,TECH-009-Content-Studio-AI,Content Studio Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-010-smart-home-ai,TECH-010-Smart-Home-AI,Smart Home Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-011-supply-chain-optimizer,TECH-011-Supply-Chain-Optimizer,Supply Chain Optimizer,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-012-data-visualization-ai,TECH-012-Data-Visualization-AI,Data Visualization Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-013-workflow-automation,TECH-013-Workflow-Automation,Workflow Automation,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-014-sentiment-analyzer,TECH-014-Sentiment-Analyzer,Sentiment Analyzer,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-015-image-recognition-ai,TECH-015-Image-Recognition-AI,Image Recognition Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-016-video-editor-ai,TECH-016-Video-Editor-AI,Video Editor Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-017-speech-to-text-ai,TECH-017-Speech-to-Text-AI,Speech To Text Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-018-text-to-speech-ai,TECH-018-Text-to-Speech-AI,Text To Speech Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-020-recommendation-engine,TECH-020-Recommendation-Engine,Recommendation Engine,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-021-network-security-ai,TECH-021-Network-Security-AI,Network Security Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-022-database-optimizer,TECH-022-Database-Optimizer,Database Optimizer,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-023-ai-testing-platform,TECH-023-AI-Testing-Platform,Ai Testing Platform,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-024-virtual-assistant-builder,TECH-024-Virtual-Assistant-Builder,Virtual Assistant Builder,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-025-machine-learning-builder,TECH-025-Machine-Learning-Builder,Machine Learning Builder,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-026-ai-ethics-auditor,TECH-026-AI-Ethics-Auditor,Ai Ethics Auditor,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-027-predictive-analytics-ai,TECH-027-Predictive-Analytics-AI,Predictive Analytics Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-028-ai-training-platform,TECH-028-AI-Training-Platform,Ai Training Platform,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-029-digital-twin-ai,TECH-029-Digital-Twin-AI,Digital Twin Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-030-ai-monitoring-system,TECH-030-AI-Monitoring-System,Ai Monitoring System,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-031-edge-computing-ai,TECH-031-Edge-Computing-AI,Edge Computing Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-032-ai-integration-hub,TECH-032-AI-Integration-Hub,Ai Integration Hub,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-033-quantum-algorithm-ai,TECH-033-Quantum-Algorithm-AI,Quantum Algorithm Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-034-ai-compliance-scanner,TECH-034-AI-Compliance-Scanner,Ai Compliance Scanner,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-035-cloud-management-ai,TECH-035-Cloud-Management-AI,Cloud Management Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-037-customer-insights-ai,TECH-037-Customer-Insights-AI,Customer Insights Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-038-voice-assistant-ai,TECH-038-Voice-Assistant-AI,Voice Assistant Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-040-cybersecurity-shield,TECH-040-Cybersecurity-Shield,Cybersecurity Shield,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-041-content-studio-ai,TECH-041-Content-Studio-AI,Content Studio Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-042-smart-home-ai,TECH-042-Smart-Home-AI,Smart Home Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-043-supply-chain-optimizer,TECH-043-Supply-Chain-Optimizer,Supply Chain Optimizer,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-044-data-visualization-ai,TECH-044-Data-Visualization-AI,Data Visualization Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-045-workflow-automation,TECH-045-Workflow-Automation,Workflow Automation,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-046-sentiment-analyzer,TECH-046-Sentiment-Analyzer,Sentiment Analyzer,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-047-image-recognition-ai,TECH-047-Image-Recognition-AI,Image Recognition Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-048-video-editor-ai,TECH-048-Video-Editor-AI,Video Editor Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-049-speech-to-text-ai,TECH-049-Speech-to-Text-AI,Speech To Text Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-051-fraud-prevention-ai,TECH-051-Fraud-Prevention-AI,Fraud Prevention Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-052-recommendation-engine,TECH-052-Recommendation-Engine,Recommendation Engine,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-053-network-security-ai,TECH-053-Network-Security-AI,Network Security Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-054-database-optimizer,TECH-054-Database-Optimizer,Database Optimizer,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-055-ai-testing-platform,TECH-055-AI-Testing-Platform,Ai Testing Platform,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-056-virtual-assistant-builder,TECH-056-Virtual-Assistant-Builder,Virtual Assistant Builder,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-057-machine-learning-builder,TECH-057-Machine-Learning-Builder,Machine Learning Builder,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-058-ai-ethics-auditor,TECH-058-AI-Ethics-Auditor,Ai Ethics Auditor,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-059-predictive-analytics-ai,TECH-059-Predictive-Analytics-AI,Predictive Analytics Ai,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
tech-060-ai-training-platform,TECH-060-AI-Training-Platform,Ai Training Platform,technology,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-003-hella-scars,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ec-004-godbody-luxuries,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ec-005-nwa-products,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ec-111-tve-fragrance,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
edu-013-automated-empire-book,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
fh-014-cloud-kitchen,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
fh-023-bakery---pastry-shop,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
fin-033-legal-toolkit-ai,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-001-truck-dispatch-company,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-002-freight-brokerage,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-003-logistics-dispatch-service,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-004-last-mile-delivery-dispatch,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-005-medical-courier-dispatch,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-006-amazon,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-007-construction-dispatch,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-008-towing-dispatch,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-009-hvac-technician-dispatch,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-010-field-service-dispatch,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-011-dispatch-software,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-012-fleet-tracking-platform,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-013-logistics-automation-system,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-014-ai-route-optimization,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-015-driver-management-platform,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-016-trucking-company,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-017-courier-service,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-018-local-delivery-company,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-019-moving-company,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-020-freight-company,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-021-warehouse-company,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-022-fulfillment-center,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-023-storage-business,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-024-distribution-company,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-025-logistics-marketplace,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-026-shipping-platform,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-027-fleet-management-saas,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-028-freight-ai-optimization,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-029-supply-chain-analytics,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
lt-030-cold-chain-logistics,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-001-business-consulting,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-002-legal-services,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-003-accounting-services,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-004-hr-consulting,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-005-marketing-agency,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-006-web-design-agency,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-007-it-support-services,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-008-virtual-assistant-service,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-009-bookkeeping-service,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-010-tax-preparation-service,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-011-real-estate-agency,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-016-photography-service,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-017-videography-service,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-018-translation-services,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-019-copywriting-service,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-020-social-media-management,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-021-seo-agency,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-022-ppc-management,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-023-pr-agency,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-024-recruiting-agency,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
ps-025-business-brokerage,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
re-001-worldwidebro-holdings,,,,no_venture_json,0,no-data,,,,no venture.json/VENTURE.json file in repo at all
