repo_name,github_url,type,sector,disk_mb,last_pushed,stars,status,notes
em-024-nanotech-ai,https://github.com/Worldwidebro/em-024-nanotech-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-026-ai-diagnostic-lab,https://github.com/Worldwidebro/em-026-ai-diagnostic-lab,other,OTHER,17,2026-04-16,0,ACTIVE,
em-027-sustainable-cities-ai,https://github.com/Worldwidebro/em-027-sustainable-cities-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-028-renewable-energy-ai,https://github.com/Worldwidebro/em-028-renewable-energy-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-029-climate-modeling-ai,https://github.com/Worldwidebro/em-029-climate-modeling-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-030-policy-advisor-ai,https://github.com/Worldwidebro/em-030-policy-advisor-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-031-governance-hub-ai,https://github.com/Worldwidebro/em-031-governance-hub-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-032-global-challenges-ai,https://github.com/Worldwidebro/em-032-global-challenges-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-034-education-equity-ai,https://github.com/Worldwidebro/em-034-education-equity-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-033-space-exploration-ai,https://github.com/Worldwidebro/em-033-space-exploration-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-035-health-equity-ai,https://github.com/Worldwidebro/em-035-health-equity-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-036-economic-equity-ai,https://github.com/Worldwidebro/em-036-economic-equity-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-037-environmental-justice-ai,https://github.com/Worldwidebro/em-037-environmental-justice-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-038-human-rights-ai,https://github.com/Worldwidebro/em-038-human-rights-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-039-peacebuilding-ai,https://github.com/Worldwidebro/em-039-peacebuilding-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-040-telemedicine-ai,https://github.com/Worldwidebro/em-040-telemedicine-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-041-ai-climate-adaptation,https://github.com/Worldwidebro/em-041-ai-climate-adaptation,other,OTHER,17,2026-04-16,0,ACTIVE,
em-042-space-agriculture-ai,https://github.com/Worldwidebro/em-042-space-agriculture-ai,venture,OTHER,17,2026-04-16,0,ACTIVE,
em-043-quantum-communication-ai,https://github.com/Worldwidebro/em-043-quantum-communication-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-044-robotics-surgery-ai,https://github.com/Worldwidebro/em-044-robotics-surgery-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-045-ai-disaster-response,https://github.com/Worldwidebro/em-045-ai-disaster-response,other,OTHER,17,2026-04-16,0,ACTIVE,
em-047-ai-environmental-monitoring,https://github.com/Worldwidebro/em-047-ai-environmental-monitoring,other,OTHER,17,2026-04-16,0,ACTIVE,
em-048-space-manufacturing-ai,https://github.com/Worldwidebro/em-048-space-manufacturing-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-049-ai-ocean-exploration,https://github.com/Worldwidebro/em-049-ai-ocean-exploration,other,OTHER,17,2026-04-16,0,ACTIVE,
em-050-ai-archaeology,https://github.com/Worldwidebro/em-050-ai-archaeology,other,OTHER,17,2026-04-16,0,ACTIVE,
et-001-online-tutoring-platform,https://github.com/Worldwidebro/et-001-online-tutoring-platform,other,OTHER,17,2026-04-16,0,ACTIVE,
et-002-language-learning-app,https://github.com/Worldwidebro/et-002-language-learning-app,other,OTHER,17,2026-04-16,0,ACTIVE,
et-004-coding-bootcamp,https://github.com/Worldwidebro/et-004-coding-bootcamp,other,OTHER,17,2026-04-16,0,ACTIVE,
et-003-test-prep-service,https://github.com/Worldwidebro/et-003-test-prep-service,other,OTHER,17,2026-04-16,0,ACTIVE,
et-005-professional-certification,https://github.com/Worldwidebro/et-005-professional-certification,other,OTHER,17,2026-04-16,0,ACTIVE,
et-006-corporate-training,https://github.com/Worldwidebro/et-006-corporate-training,other,OTHER,17,2026-04-16,0,ACTIVE,
et-007-skills-assessment-platform,https://github.com/Worldwidebro/et-007-skills-assessment-platform,other,OTHER,17,2026-04-16,0,ACTIVE,
et-008-career-coaching,https://github.com/Worldwidebro/et-008-career-coaching,other,OTHER,17,2026-04-16,0,ACTIVE,
et-009-resume-writing-service,https://github.com/Worldwidebro/et-009-resume-writing-service,other,OTHER,17,2026-04-16,0,ACTIVE,
et-010-interview-prep-platform,https://github.com/Worldwidebro/et-010-interview-prep-platform,other,OTHER,17,2026-04-16,0,ACTIVE,
et-011-mentorship-platform,https://github.com/Worldwidebro/et-011-mentorship-platform,other,OTHER,17,2026-04-16,0,ACTIVE,
et-012-educational-content-library,https://github.com/Worldwidebro/et-012-educational-content-library,other,OTHER,17,2026-04-16,0,ACTIVE,
et-013-vr-training-simulations,https://github.com/Worldwidebro/et-013-vr-training-simulations,other,OTHER,17,2026-04-16,0,ACTIVE,
et-014-gamified-learning-app,https://github.com/Worldwidebro/et-014-gamified-learning-app,other,OTHER,17,2026-04-16,0,ACTIVE,
et-015-homeschool-curriculum,https://github.com/Worldwidebro/et-015-homeschool-curriculum,other,OTHER,17,2026-04-16,0,ACTIVE,
iza-os-automation,https://github.com/Worldwidebro/iza-os-automation,os_infrastructure,IZA_OS,17,2026-04-16,0,ACTIVE,
iza-os-marketing-core,https://github.com/Worldwidebro/iza-os-marketing-core,os_infrastructure,IZA_OS,16,2026-07-21,0,ACTIVE,
em-010-wearables-ai,https://github.com/Worldwidebro/em-010-wearables-ai,other,OTHER,15,2026-04-16,0,ACTIVE,
em-046-smart-city-governance,https://github.com/Worldwidebro/em-046-smart-city-governance,other,OTHER,15,2026-04-16,0,ACTIVE,
fund-001-civilization-credit-fund,https://github.com/Worldwidebro/fund-001-civilization-credit-fund,other,OTHER,15,2026-04-16,0,ACTIVE,
ec-111-tve-fragrance,https://github.com/Worldwidebro/ec-111-tve-fragrance,venture,EC,14,2026-04-16,0,ACTIVE,
iza-os-business,https://github.com/Worldwidebro/iza-os-business,os_infrastructure,IZA_OS,14,2026-04-16,0,ACTIVE,
iza-os-integrations,https://github.com/Worldwidebro/iza-os-integrations,os_infrastructure,IZA_OS,12,2026-04-16,0,ACTIVE,
avs-omni,https://github.com/Worldwidebro/avs-omni,other,OTHER,11,2026-04-16,0,ACTIVE,
enhanced-cursor-rules,https://github.com/Worldwidebro/enhanced-cursor-rules,other,OTHER,11,2026-04-16,0,ACTIVE,
iza-os-cli,https://github.com/Worldwidebro/iza-os-cli,os_infrastructure,IZA_OS,11,2026-04-16,0,ACTIVE,
Avs-Omni-,https://github.com/Worldwidebro/Avs-Omni-,other,OTHER,10,2026-04-16,0,ACTIVE,
iza-os-api-gateway-bot,https://github.com/Worldwidebro/iza-os-api-gateway-bot,os_infrastructure,IZA_OS,10,2026-04-16,0,ACTIVE,
iza-os-cybersecurity-monitoring-bot,https://github.com/Worldwidebro/iza-os-cybersecurity-monitoring-bot,os_infrastructure,IZA_OS,10,2026-04-16,0,ACTIVE,
iza-os-deployment-automation-bot,https://github.com/Worldwidebro/iza-os-deployment-automation-bot,os_infrastructure,IZA_OS,10,2026-04-16,0,ACTIVE,
iza-os-docs,https://github.com/Worldwidebro/iza-os-docs,os_infrastructure,IZA_OS,10,2026-04-16,0,ACTIVE,
divine-johns-portfolio,https://github.com/Worldwidebro/divine-johns-portfolio,other,OTHER,9,2026-07-21,0,ACTIVE,
ec-004-godbody-luxuries,https://github.com/Worldwidebro/ec-004-godbody-luxuries,venture,EC,8,2026-04-16,0,ACTIVE,
ec-005-nwa-products,https://github.com/Worldwidebro/ec-005-nwa-products,venture,EC,8,2026-04-16,0,ACTIVE,
freeclaudecode,https://github.com/Worldwidebro/freeclaudecode,other,OTHER,7,2026-06-28,0,ACTIVE,
ps-021-seo-agency,https://github.com/Worldwidebro/ps-021-seo-agency,other,OTHER,6,2026-04-16,0,ACTIVE,
ps-020-social-media-management,https://github.com/Worldwidebro/ps-020-social-media-management,other,OTHER,6,2026-04-16,0,ACTIVE,
spec-018-ai-personal-shopper,https://github.com/Worldwidebro/spec-018-ai-personal-shopper,venture,SPEC,5,2026-07-17,0,ACTIVE,
spec-017-smart-agriculture-ai,https://github.com/Worldwidebro/spec-017-smart-agriculture-ai,venture,SPEC,5,2026-07-17,0,ACTIVE,
spec-019-smart-home-security,https://github.com/Worldwidebro/spec-019-smart-home-security,venture,SPEC,5,2026-07-17,0,ACTIVE,
spec-001-ai-auction-house,https://github.com/Worldwidebro/spec-001-ai-auction-house,venture,SPEC,5,2026-07-17,0,ACTIVE,
spec-038-ai-comedy-writer,https://github.com/Worldwidebro/spec-038-ai-comedy-writer,venture,SPEC,5,2026-07-17,0,ACTIVE,
email-design-os,https://github.com/Worldwidebro/email-design-os,other,OTHER,4,2026-07-25,0,EMPTY,
testchat,https://github.com/Worldwidebro/testchat,other,OTHER,4,2026-07-17,0,EMPTY,
marketplace-core,https://github.com/Worldwidebro/marketplace-core,other,OTHER,4,2026-06-10,0,EMPTY,
iza-os-finance-core,https://github.com/Worldwidebro/iza-os-finance-core,os_infrastructure,IZA_OS,2,2026-07-23,0,EMPTY,
iza-os-education-core,https://github.com/Worldwidebro/iza-os-education-core,os_infrastructure,IZA_OS,2,2026-07-23,0,EMPTY,
iza-os-staffing-core,https://github.com/Worldwidebro/iza-os-staffing-core,os_infrastructure,IZA_OS,2,2026-07-23,0,EMPTY,
iza-os-knowledge-graph,https://github.com/Worldwidebro/iza-os-knowledge-graph,os_infrastructure,IZA_OS,2,2026-04-16,0,EMPTY,
iza-os-ai-orchestration,https://github.com/Worldwidebro/iza-os-ai-orchestration,os_infrastructure,IZA_OS,1,2026-04-16,0,EMPTY,
consult-001-venture-consulting,https://github.com/Worldwidebro/consult-001-venture-consulting,venture,OTHER,1,2026-04-16,0,EMPTY,
ins-001-venture-insurance,https://github.com/Worldwidebro/ins-001-venture-insurance,venture,OTHER,1,2026-04-16,0,EMPTY,
callitwhatyouwant,https://github.com/Worldwidebro/callitwhatyouwant,other,OTHER,0,2026-07-17,0,EMPTY,
ace-community-impact-templates,https://github.com/Worldwidebro/ace-community-impact-templates,other,OTHER,0,2026-04-16,0,EMPTY,
ace-ecommerce-templates,https://github.com/Worldwidebro/ace-ecommerce-templates,other,OTHER,0,2026-04-16,0,EMPTY,
civilization-website,https://github.com/Worldwidebro/civilization-website,dashboard,OTHER,0,2026-04-16,0,EMPTY,
fh-014-cloud-kitchen,https://github.com/Worldwidebro/fh-014-cloud-kitchen,other,FH,0,2026-04-16,0,EMPTY,
fh-023-bakery---pastry-shop,https://github.com/Worldwidebro/fh-023-bakery---pastry-shop,other,FH,0,2026-04-16,0,EMPTY,
iza-os-computer-vision,https://github.com/Worldwidebro/iza-os-computer-vision,os_infrastructure,IZA_OS,0,2026-04-16,0,EMPTY,
iza-os-customer-core,https://github.com/Worldwidebro/iza-os-customer-core,os_infrastructure,IZA_OS,0,2026-04-16,0,EMPTY,
