ID,Name,Description,Sector,Status
b13db59f-e664-4315-9af3-5452a3c9f95c,Genixbank Lite,Genixbank Lite,fintech,active
358c0fb7-60f0-49f0-af22-165ab5d8088a,Genixbanks Ai Treasurer,Genixbanks Ai Treasurer,fintech,active
f9de7000-12db-42f4-bf35-6dda7e18e11d,Charity Donation Ai,Charity Donation Ai,fintech,active
62adf78e-c391-4e8d-a0c5-c45f73b4fa06,Debt Consolidation Ai,Debt Consolidation Ai,fintech,active
645f19c8-cbab-48ac-8d92-08ee7d424015,Sustainable Fashion Ai,Sustainable Fashion Ai,market,active
7e68ff6b-17ce-4847-9d52-3fae4260b4bd,Merch Licensing,Merch Licensing,market,active
8cc3a6d7-c784-480c-b552-179e3c9282fb,Costume Shop Ai,Costume Shop Ai,market,active
04a3ad6b-edcf-4945-ba81-ca8e0ca8a265,Nft Fashion Licensing,Nft Fashion Licensing,market,active
d7ddcedd-b082-4e19-b6b4-369cb6a52322,Automated Inventory Forecaster,Automated Inventory Forecaster,market,active
38f31487-8db1-447f-a399-b058408b194c,Ai Quality Control,Ai Quality Control,market,active
7959b02f-1512-4880-889c-44c7a6ab1a87,Chatbot Customer Service,Chatbot Customer Service,market,active
e52fe3ef-7143-493b-972b-842b0e3dc914,Ai Wardrobe Planner,Ai Wardrobe Planner,market,active
10632f64-18a7-4ee0-98ac-a5cde697b304,Supply Chain Optimizer,Supply Chain Optimizer,devtools,active
9e4f8a59-04d9-4057-a45f-1674be04bf5c,Video Editor Ai,Video Editor Ai,devtools,active
8114d985-08c8-4a84-ac8c-66d5ab341429,Machine Learning Builder,Machine Learning Builder,devtools,active
cf272b81-21e0-4813-b736-6ff0c4ba488c,Wholesale Marketplace Ai,Wholesale Marketplace Ai,market,active
fd2288c3-1121-4d93-bfaa-29850dfcd027,Expense Management Ai,Expense Management Ai,infra,active
2471d5ff-1524-4bca-98f6-48080f8b75d6,Time Tracking Ai,Time Tracking Ai,infra,active
c866fec8-a7a9-49ae-ada3-9ae2b61936a9,Meeting Transcription Ai,Meeting Transcription Ai,infra,active
ee6e566c-e19d-47b1-a996-460577499ee4,Energy Efficiency Ai,Energy Efficiency Ai,infra,active
f3ef9069-0b9c-4d4f-ac54-c01848ad3a4c,Project Budget Ai,Project Budget Ai,infra,active
a3db939f-2f22-4ba6-a702-7fcbc4ef85b7,Workflow Management Ai,Workflow Management Ai,infra,active
feeefc69-b1fd-4f4e-91f3-9bf4ab607cf2,Branding Templates Marketplace,Branding Templates Marketplace,edtech,active
14ca9c22-60b1-470f-b4ed-75345f04b6ae,Personal Finance Coach,Personal Finance Coach,edtech,active
d1f6f63b-92ae-4fbe-8093-37109d55a981,Physical Education Ai,Physical Education Ai,edtech,active
0f8fb560-a2fe-44f5-a527-8473a64371eb,Ai Returns Management,Ai Returns Management,market,active
2ff505e9-628e-4851-88c2-891abc76953b,Ai Product Cataloger,Ai Product Cataloger,market,active
49526c95-3d5f-4702-9c1b-eafe7fa02750,Ai Product Education,Ai Product Education,market,active
60c4c576-e373-4bf6-95c4-17934c1ec1d9,Neurofeedback Ai,Neurofeedback Ai,ai,active
74cd1d37-8e52-4440-a31c-43cd4be8e18b,Ocean Cleanup Ai,Ocean Cleanup Ai,ai,active
55af196a-fcc9-45c2-9890-e711c18cb9e4,Ai Customer Community,Ai Customer Community,market,active
b54d49c0-24c4-47d7-93f9-d0679060c937,Ai Gift Registry,Ai Gift Registry,market,active
616c179b-5df3-42f5-b7c8-49ae5b70d9ee,Robotics Surgery Ai,Robotics Surgery Ai,ai,active
53092cce-000a-4f02-acbd-c38c3e47fe4b,Ai Fit Recommendation,Ai Fit Recommendation,market,active
8ae79082-a341-4e02-b85d-2d8cb240399d,Ai Trend Archive,Ai Trend Archive,market,active
69a09970-4f23-4629-898f-68945a6c432b,Blockchain Verifier Ai,Blockchain Verifier Ai,devtools,active
8071f41e-7e52-471b-bd3a-827275046c85,Sentiment Analyzer,Sentiment Analyzer,devtools,active
554e22d2-a833-48b3-b9db-a02721589a59,Machine Learning Builder,Machine Learning Builder,devtools,active
3dd10317-9390-4ece-be1d-7727c9a3c77d,Blockchain Verifier Ai,Blockchain Verifier Ai,devtools,active
a90fb2af-322e-4d30-a788-cbceb022ffd4,Supply Chain Optimizer,Supply Chain Optimizer,devtools,active
0d0043e7-228c-4c3c-8a34-bf38798c692c,Speech To Text Ai,Speech To Text Ai,devtools,active
51b7ebf7-d058-49ec-8833-8021a05b7a09,Ai Training Platform,Ai Training Platform,devtools,active
0237b0cc-4b8b-4979-9c97-31ecd9f9645d,Facilities Management Ai,Facilities Management Ai,infra,active
d0d98760-a747-4f6b-b1ca-b7ae450b1c94,Asset Management Ai,Asset Management Ai,infra,active
735005b0-79ea-4830-9dea-3cbe38f8bdc5,Meeting Transcription Ai,Meeting Transcription Ai,infra,active
0a663217-7731-41d7-873f-13f9742a9a8c,Succession Planning Ai,Succession Planning Ai,infra,active
5f4b6855-0f89-4ea3-9c09-d10c6e1b4306,Data Backup Ai,Data Backup Ai,infra,active
865e4148-4fb4-4fb6-96ec-65c6602936e8,Project Budget Ai,Project Budget Ai,infra,active
69d0a7bd-f645-48e8-9370-1598d91fce73,Report Generation Ai,Report Generation Ai,infra,active
970a10cd-39de-444c-ab02-a322ffe9595b,Homeschooling Content Ai,Homeschooling Content Ai,edtech,active
7bc634f2-5227-4b5b-986d-f73c46f575d3,Ai Legal Doc Generator,Ai Legal Doc Generator,edtech,active
a7313b93-1f7c-4b8d-a76f-05adc9f19044,Personal Finance Coach,Personal Finance Coach,edtech,active
b67131dd-d6ff-4b21-8a9d-7e75d37a03ff,Test Preparation Ai,Test Preparation Ai,edtech,active
3d9e26bd-f37c-4d22-a32c-e6fbc723b813,Corporate Training Ai,Corporate Training Ai,edtech,active
0b5c6433-971d-4b04-94f9-6fca2e22d482,Science Education Ai,Science Education Ai,edtech,active
5d0712c4-19f4-4fb0-9fd5-456d688e791b,Ace Senior Care Connect,Ace Senior Care Connect,market,active
28186c7a-9e4b-4b2c-884c-2bf6a7750009,Black Art Museum Ai,Black Art Museum Ai,market,active
