rank,name,total_score,tier,category,stars,language,venture_match_count,strategic_importance,capability_depth,ecosystem_fit,production_readiness,agent_native,business_value,differentiation,maintenance_risk,url
817,tech-034-ai-compliance-scanner,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-034-ai-compliance-scanner
818,tech-035-cloud-management-ai,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-035-cloud-management-ai
819,tech-037-customer-insights-ai,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-037-customer-insights-ai
820,tech-038-voice-assistant-ai,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-038-voice-assistant-ai
821,tech-039-blockchain-verifier-ai,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-039-blockchain-verifier-ai
822,tech-041-content-studio-ai,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-041-content-studio-ai
823,tech-042-smart-home-ai,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-042-smart-home-ai
824,tech-044-data-visualization-ai,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-044-data-visualization-ai
825,tech-047-image-recognition-ai,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-047-image-recognition-ai
826,tech-048-video-editor-ai,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-048-video-editor-ai
827,tech-049-speech-to-text-ai,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-049-speech-to-text-ai
828,tech-051-fraud-prevention-ai,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-051-fraud-prevention-ai
829,tech-055-ai-testing-platform,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-055-ai-testing-platform
830,tech-058-ai-ethics-auditor,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-058-ai-ethics-auditor
831,tech-060-ai-training-platform,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/tech-060-ai-training-platform
832,bw-033-ai-hairstyle-simulator,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/bw-033-ai-hairstyle-simulator
833,iza-os-customer-service-email-bot,21,D — Experimental/Retire,Asset,0,typescript,22,10,6,2,0,0,3,0,0,https://github.com/Worldwidebro/iza-os-customer-service-email-bot
834,iza-os-hr-analytics-bot,21,D — Experimental/Retire,Asset,0,python,225,10,6,2,0,0,3,0,0,https://github.com/Worldwidebro/iza-os-hr-analytics-bot
835,jcode,21,D — Experimental/Retire,Unclassified,8227,rust,141,4,3,1,0,4,3,6,0,https://github.com/1jehuang/jcode
836,nextacular,21,D — Experimental/Retire,Service,1374,typescript,712,4,3,1,0,0,8,5,0,https://github.com/nextacular/nextacular
837,taste-skill,21,D — Experimental/Retire,Asset,60419,javascript,422,4,3,1,0,4,3,6,0,https://github.com/Leonxlnx/taste-skill
838,skills,21,D — Experimental/Retire,Asset,160453,shell,422,4,3,1,0,4,3,6,0,https://github.com/mattpocock/skills
839,browser-harness,21,D — Experimental/Retire,Unclassified,15811,python,422,4,3,1,0,4,3,6,0,https://github.com/browser-use/browser-harness
840,herdr,21,D — Experimental/Retire,Unclassified,13929,rust,141,4,3,1,0,4,3,6,0,https://github.com/ogulcancelik/herdr
841,orca,21,D — Experimental/Retire,Asset,13856,typescript,141,4,3,1,0,4,3,6,0,https://github.com/stablyai/orca
842,hermes-desktop,21,D — Experimental/Retire,Unclassified,13180,typescript,141,4,3,1,0,4,3,6,0,https://github.com/fathah/hermes-desktop
843,stop-slop,21,D — Experimental/Retire,Asset,13513,Unknown,422,4,3,1,0,4,3,6,0,https://github.com/hardikpandya/stop-slop
844,awesome-nano-banana-pro-prompts,21,D — Experimental/Retire,Asset,12779,typescript,422,4,3,1,0,4,3,6,0,https://github.com/YouMind-OpenLab/awesome-nano-banana-pro-prompts
845,ollama,21,D — Experimental/Retire,Asset,175708,go,422,4,3,1,0,4,3,6,0,https://github.com/ollama/ollama
846,keycloak,21,D — Experimental/Retire,Product,35549,java,712,4,3,1,0,0,5,8,0,https://github.com/keycloak/keycloak
847,datahub,21,D — Experimental/Retire,Asset,12223,python,422,4,3,1,0,4,3,6,0,https://github.com/datahub-project/datahub
848,ViMax,21,D — Experimental/Retire,Unclassified,11023,python,141,4,3,1,0,4,3,6,0,https://github.com/HKUDS/ViMax
849,openhuman,21,D — Experimental/Retire,Product,34433,rust,422,4,3,1,0,4,3,6,0,https://github.com/tinyhumansai/openhuman
850,warp,21,D — Experimental/Retire,Unclassified,62937,rust,141,4,3,1,0,4,3,6,0,https://github.com/warpdotdev/warp
851,AiToEarn,21,D — Experimental/Retire,Asset,23331,typescript,422,4,3,1,0,4,3,6,0,https://github.com/yikart/AiToEarn
852,Pixelle-Video,21,D — Experimental/Retire,Asset,24472,python,422,4,3,1,0,4,3,6,0,https://github.com/ATH-MaaS/Pixelle-Video
853,symphony,21,D — Experimental/Retire,Unclassified,25861,elixir,141,4,3,1,0,4,3,6,0,https://github.com/openai/symphony
854,Fabric,21,D — Experimental/Retire,Asset,42881,go,422,4,3,1,0,4,3,6,0,https://github.com/danielmiessler/Fabric
855,thunderbolt,21,D — Experimental/Retire,Asset,4733,typescript,422,4,3,1,0,4,3,6,0,https://github.com/thunderbird/thunderbolt
856,omi,21,D — Experimental/Retire,Asset,12956,dart,422,4,3,1,0,4,3,6,0,https://github.com/BasedHardware/omi
857,DeepTutor,21,D — Experimental/Retire,Unclassified,25367,python,141,4,3,1,0,4,3,6,0,https://github.com/HKUDS/DeepTutor
858,autoskills,21,D — Experimental/Retire,Asset,6173,ruby,422,4,3,1,0,4,3,6,0,https://github.com/midudev/autoskills
859,magika,21,D — Experimental/Retire,Asset,17235,python,422,4,3,1,0,4,3,6,0,https://github.com/google/magika
860,LightRAG,21,D — Experimental/Retire,Unclassified,37454,python,0,4,3,1,0,4,3,6,0,https://github.com/HKUDS/LightRAG
861,agent-orchestrator,21,D — Experimental/Retire,Unclassified,8130,go,141,4,3,1,0,4,3,6,0,https://github.com/AgentWrapper/agent-orchestrator
862,lemonade,21,D — Experimental/Retire,Asset,4816,c++,422,4,3,1,0,4,3,6,0,https://github.com/lemonade-sdk/lemonade
863,learn-coding-agent,21,D — Experimental/Retire,Unclassified,12106,Unknown,141,4,3,1,0,4,3,6,0,https://github.com/sanbuphy/learn-coding-agent
864,project-nomad,21,D — Experimental/Retire,Asset,33073,typescript,422,4,3,1,0,4,3,6,0,https://github.com/Crosstalk-Solutions/project-nomad
865,hermes-agent,21,D — Experimental/Retire,Unclassified,211273,python,141,4,3,1,0,4,3,6,0,https://github.com/NousResearch/hermes-agent
866,opendataloader-pdf,21,D — Experimental/Retire,Asset,26402,java,422,4,3,1,0,4,3,6,0,https://github.com/opendataloader-project/opendataloader-pdf
867,crawl4ai,21,D — Experimental/Retire,Asset,71393,python,422,4,3,1,0,4,3,6,0,https://github.com/unclecode/crawl4ai
868,ClawWork,21,D — Experimental/Retire,Asset,8229,python,422,4,3,1,0,4,3,6,0,https://github.com/HKUDS/ClawWork
869,rowboat,21,D — Experimental/Retire,Asset,15523,typescript,422,4,3,1,0,4,3,6,0,https://github.com/rowboatlabs/rowboat
870,visual-explainer,21,D — Experimental/Retire,Asset,9206,html,141,4,3,1,0,4,3,6,0,https://github.com/nicobailon/visual-explainer
871,vectorvfs,21,D — Experimental/Retire,Infrastructure,513,python,288,6,6,2,0,0,3,4,0,https://github.com/perone/vectorvfs
872,HexSecGPT,21,D — Experimental/Retire,Product,332,python,422,4,3,1,0,4,5,4,0,https://github.com/hexsecteam/HexSecGPT
873,openclaw,21,D — Experimental/Retire,Asset,382151,typescript,422,4,3,1,0,4,3,6,0,https://github.com/openclaw/openclaw
874,dexter,21,D — Experimental/Retire,Unclassified,27334,typescript,141,4,3,1,0,4,3,6,0,https://github.com/virattt/dexter
875,beads,21,D — Experimental/Retire,Unclassified,25160,go,141,4,3,1,0,4,3,6,0,https://github.com/gastownhall/beads
876,next-ai-draw-io,21,D — Experimental/Retire,Asset,32949,typescript,422,4,3,1,0,4,3,6,0,https://github.com/DayuanJiang/next-ai-draw-io
877,exo,21,D — Experimental/Retire,Asset,46072,python,422,4,3,1,0,4,3,6,0,https://github.com/exo-explore/exo
878,hello-agents,21,D — Experimental/Retire,Unclassified,64820,python,141,4,3,1,0,4,3,6,0,https://github.com/datawhalechina/hello-agents
879,registry,21,D — Experimental/Retire,Asset,6997,go,0,4,3,1,0,4,3,6,0,https://github.com/modelcontextprotocol/registry
880,llm-council,21,D — Experimental/Retire,Unclassified,22368,python,422,4,3,1,0,4,3,6,0,https://github.com/karpathy/llm-council
881,BettaFish,21,D — Experimental/Retire,Unclassified,41675,python,141,4,3,1,0,4,3,6,0,https://github.com/666ghj/BettaFish
882,cli,21,D — Experimental/Retire,Product,18,javascript,91,6,6,2,0,0,5,2,0,https://github.com/once-ui-system/cli
883,MineContext,21,D — Experimental/Retire,Asset,5416,python,422,4,3,1,0,4,3,6,0,https://github.com/volcengine/MineContext
884,L1B3RT4S,21,D — Experimental/Retire,Asset,20293,Unknown,422,4,3,1,0,4,3,6,0,https://github.com/elder-plinius/L1B3RT4S
885,strix,21,D — Experimental/Retire,Asset,38828,python,422,4,3,1,0,4,3,6,0,https://github.com/usestrix/strix
886,PageIndex,21,D — Experimental/Retire,Unclassified,33872,python,0,4,3,1,0,4,3,6,0,https://github.com/VectifyAI/PageIndex
887,nanochat,21,D — Experimental/Retire,Unclassified,56041,python,422,4,3,1,0,4,3,6,0,https://github.com/karpathy/nanochat
888,olmocr,21,D — Experimental/Retire,Asset,18981,python,422,4,3,1,0,4,3,6,0,https://github.com/allenai/olmocr
889,docling,21,D — Experimental/Retire,Asset,62853,python,422,4,3,1,0,4,3,6,0,https://github.com/docling-project/docling
890,minimind,21,D — Experimental/Retire,Asset,52970,python,422,4,3,1,0,4,3,6,0,https://github.com/jingyaogong/minimind
891,deepchat,21,D — Experimental/Retire,Asset,6090,typescript,422,4,3,1,0,4,3,6,0,https://github.com/ThinkInAIXYZ/deepchat
892,langchainjs,21,D — Experimental/Retire,Asset,17910,typescript,141,4,3,1,0,4,3,6,0,https://github.com/langchain-ai/langchainjs
893,gpt4free,21,D — Experimental/Retire,Asset,66456,python,422,4,3,1,0,4,3,6,0,https://github.com/xtekky/gpt4free
894,TradingAgents-CN,21,D — Experimental/Retire,Unclassified,29944,python,422,4,3,1,0,4,3,6,0,https://github.com/hsliuping/TradingAgents-CN
895,kestra,21,D — Experimental/Retire,Product,27280,java,243,4,3,1,0,0,5,8,0,https://github.com/kestra-io/kestra
896,MoneyPrinterTurbo,21,D — Experimental/Retire,Asset,96275,python,422,4,3,1,0,4,3,6,0,https://github.com/harry0703/MoneyPrinterTurbo
897,onyx,21,D — Experimental/Retire,Asset,30774,python,422,4,3,1,0,4,3,6,0,https://github.com/onyx-dot-app/onyx
898,opencode,21,D — Experimental/Retire,Unclassified,183557,typescript,141,4,3,1,0,4,3,6,0,https://github.com/anomalyco/opencode
899,agents-course,21,D — Experimental/Retire,Asset,29894,mdx,141,4,3,1,0,4,3,6,0,https://github.com/huggingface/agents-course
900,ai-hedge-fund,21,D — Experimental/Retire,Asset,60942,python,422,4,3,1,0,4,3,6,0,https://github.com/virattt/ai-hedge-fund
901,mlx-lm,21,D — Experimental/Retire,Asset,6223,python,422,4,3,1,0,4,3,6,0,https://github.com/ml-explore/mlx-lm
902,Vane,21,D — Experimental/Retire,Asset,35602,typescript,422,4,3,1,0,4,3,6,0,https://github.com/ItzCrazyKns/Vane
903,crush,21,D — Experimental/Retire,Unclassified,26238,go,141,4,3,1,0,4,3,6,0,https://github.com/charmbracelet/crush
904,LEANN,21,D — Experimental/Retire,Asset,12658,python,0,4,3,1,0,4,3,6,0,https://github.com/StarTrail-org/LEANN
905,agents,21,D — Experimental/Retire,Unclassified,12397,Unknown,141,4,3,1,0,4,3,6,0,https://github.com/contains-studio/agents
906,Thinking-Claude,21,D — Experimental/Retire,Unclassified,17075,typescript,422,4,3,1,0,4,3,6,0,https://github.com/richards199999/Thinking-Claude
907,OpenHands,21,D — Experimental/Retire,Asset,79953,python,422,4,3,1,0,4,3,6,0,https://github.com/OpenHands/OpenHands
908,memU,21,D — Experimental/Retire,Unclassified,13997,python,141,4,3,1,0,4,3,6,0,https://github.com/NevaMind-AI/memU
909,aider,21,D — Experimental/Retire,Asset,47177,python,422,4,3,1,0,4,3,6,0,https://github.com/Aider-AI/aider
910,novu,21,D — Experimental/Retire,Unclassified,39271,typescript,141,4,3,1,0,4,3,6,0,https://github.com/novuhq/novu
911,jan,21,D — Experimental/Retire,Unclassified,43449,typescript,422,4,3,1,0,4,3,6,0,https://github.com/janhq/jan
912,llama.cpp,21,D — Experimental/Retire,Unclassified,119653,c++,422,4,3,1,0,4,3,6,0,https://github.com/ggml-org/llama.cpp
913,gpt4all,21,D — Experimental/Retire,Asset,77385,c++,422,4,3,1,0,4,3,6,0,https://github.com/nomic-ai/gpt4all
914,open-swe,21,D — Experimental/Retire,Unclassified,10124,python,141,4,3,1,0,4,3,6,0,https://github.com/langchain-ai/open-swe
915,gpt-oss,21,D — Experimental/Retire,Asset,20218,python,422,4,3,1,0,4,3,6,0,https://github.com/openai/gpt-oss
916,llm,21,D — Experimental/Retire,Asset,12162,python,422,4,3,1,0,4,3,6,0,https://github.com/simonw/llm
917,BMAD-METHOD,21,D — Experimental/Retire,Asset,50222,javascript,422,4,3,1,0,4,3,6,0,https://github.com/bmad-code-org/BMAD-METHOD
918,DeepResearch,21,D — Experimental/Retire,Unclassified,19620,python,141,4,3,1,0,4,3,6,0,https://github.com/Alibaba-NLP/DeepResearch
919,Folo,21,D — Experimental/Retire,Asset,38617,typescript,422,4,3,1,0,4,3,6,0,https://github.com/RSSNext/Folo
920,prompt-optimizer,21,D — Experimental/Retire,Asset,31890,typescript,422,4,3,1,0,4,3,6,0,https://github.com/linshenkx/prompt-optimizer
921,ChatGPT_DAN,21,D — Experimental/Retire,Asset,12186,Unknown,422,4,3,1,0,4,3,6,0,https://github.com/0xk1h0/ChatGPT_DAN
922,suna,21,D — Experimental/Retire,Asset,19938,typescript,422,4,3,1,0,4,3,6,0,https://github.com/kortix-ai/suna
923,iza-os-cybersecurity-monitoring-bot,20,D — Experimental/Retire,Unclassified,0,python,2,10,6,2,0,0,3,0,-1,https://github.com/Worldwidebro/iza-os-cybersecurity-monitoring-bot
924,iza-os-notification-bot,20,D — Experimental/Retire,Unclassified,0,python,1,10,6,2,0,0,3,0,-1,https://github.com/Worldwidebro/iza-os-notification-bot
925,iza-os-prompt-engineering,20,D — Experimental/Retire,Unclassified,0,Unknown,422,10,3,1,0,4,3,0,-1,https://github.com/Worldwidebro/iza-os-prompt-engineering
926,iza-os-security-compliance-bot,20,D — Experimental/Retire,Unclassified,0,python,2,10,6,2,0,0,3,0,-1,https://github.com/Worldwidebro/iza-os-security-compliance-bot
927,lt-007-construction-dispatch,20,D — Experimental/Retire,Unclassified,0,Unknown,9,10,6,2,0,0,3,0,-1,https://github.com/Worldwidebro/lt-007-construction-dispatch
928,lt-013-logistics-automation-system,20,D — Experimental/Retire,Unclassified,0,Unknown,99,10,6,2,0,0,3,0,-1,https://github.com/Worldwidebro/lt-013-logistics-automation-system
929,sovereign-life,20,D — Experimental/Retire,Unclassified,0,python,141,10,3,1,0,4,3,0,-1,https://github.com/Worldwidebro/sovereign-life
930,awesome-hermes-agent,20,D — Experimental/Retire,Unclassified,4551,Unknown,141,4,3,1,0,4,3,5,0,https://github.com/0xNyk/awesome-hermes-agent
931,plugins,20,D — Experimental/Retire,Asset,4145,javascript,422,4,3,1,0,4,3,5,0,https://github.com/openai/plugins
932,mcp-server-qdrant,20,D — Experimental/Retire,Asset,1457,python,0,4,3,1,0,4,3,5,0,https://github.com/qdrant/mcp-server-qdrant
933,classbuild,20,D — Experimental/Retire,Product,136,typescript,422,4,3,1,0,4,5,3,0,https://github.com/jtangen/classbuild
934,Claude-OSINT,20,D — Experimental/Retire,Infrastructure,1913,python,422,4,3,1,0,4,3,5,0,https://github.com/elementalsouls/Claude-OSINT
935,ai-for-grant-writing,20,D — Experimental/Retire,Asset,4144,python,422,4,3,1,0,4,3,5,0,https://github.com/eseckel/ai-for-grant-writing
936,METATRON,20,D — Experimental/Retire,Asset,3286,python,422,4,3,1,0,4,3,5,0,https://github.com/sooryathejas/METATRON
937,vibetunnel,20,D — Experimental/Retire,Unclassified,4580,typescript,141,4,3,1,0,4,3,5,0,https://github.com/amantus-ai/vibetunnel
938,QuantMuse,20,D — Experimental/Retire,Asset,2709,python,422,4,3,1,0,4,3,5,0,https://github.com/0xemmkty/QuantMuse
939,CyberScraper-2077,20,D — Experimental/Retire,Asset,3128,python,422,4,3,1,0,4,3,5,0,https://github.com/itsOwen/CyberScraper-2077
940,Awesome-Gui-Agents,20,D — Experimental/Retire,Product,69,Unknown,141,4,3,1,0,4,5,3,0,https://github.com/supernalintelligence/Awesome-Gui-Agents
941,coding-interview-university,20,D — Experimental/Retire,Unclassified,355432,Unknown,288,4,3,1,3,0,3,6,0,https://github.com/jwasham/coding-interview-university
942,OM1,20,D — Experimental/Retire,Asset,2876,go,422,4,3,1,0,4,3,5,0,https://github.com/OpenMind/OM1
943,bitcoin,20,D — Experimental/Retire,Unclassified,89623,c++,109,4,3,1,3,0,3,6,0,https://github.com/bitcoin/bitcoin
944,prompt-eng-interactive-tutorial,20,D — Experimental/Retire,Unclassified,36928,jupyter notebook,422,4,3,1,0,4,3,6,-1,https://github.com/anthropics/prompt-eng-interactive-tutorial
945,tunix,20,D — Experimental/Retire,Asset,2365,python,422,4,3,1,0,4,3,5,0,https://github.com/google/tunix
946,frontend-dev-bookmarks,20,D — Experimental/Retire,Unclassified,47129,Unknown,712,6,6,2,0,0,3,6,-3,https://github.com/dypsilon/frontend-dev-bookmarks
947,Awesome-Hacking,20,D — Experimental/Retire,Unclassified,115814,Unknown,50,4,3,1,3,0,3,6,0,https://github.com/Hack-with-Github/Awesome-Hacking
948,con-001-ace-construction,19,D — Experimental/Retire,Product,0,typescript,10,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/con-001-ace-construction
949,iza-os-financial-core,19,D — Experimental/Retire,Product,0,python,455,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/iza-os-financial-core
950,deliv-713-roadrunner-cannabis,19,D — Experimental/Retire,Product,0,python,712,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/deliv-713-roadrunner-cannabis
951,iza-os-integrations,19,D — Experimental/Retire,Service,0,python,712,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/iza-os-integrations
952,acquisition-vehicle-automation,19,D — Experimental/Retire,Product,0,python,312,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/acquisition-vehicle-automation
953,con-005-construction-equipment-rental,19,D — Experimental/Retire,Product,0,html,10,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/con-005-construction-equipment-rental
954,con-007-green-building-services,19,D — Experimental/Retire,Product,0,html,10,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/con-007-green-building-services
955,ec-028-nft-fashion-licensing,19,D — Experimental/Retire,Unclassified,0,Unknown,5,10,3,1,0,0,3,2,0,https://github.com/Worldwidebro/ec-028-nft-fashion-licensing
956,fin-007-business-credit-building,19,D — Experimental/Retire,Product,0,Unknown,10,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/fin-007-business-credit-building
957,fin-031-investor-dashboard-builder,19,D — Experimental/Retire,Product,0,Unknown,712,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/fin-031-investor-dashboard-builder
958,fs-019-wearable-analytics-platform,19,D — Experimental/Retire,Product,0,Unknown,455,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/fs-019-wearable-analytics-platform
959,genixbank-insight-compass,19,D — Experimental/Retire,Product,0,typescript,455,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/genixbank-insight-compass
960,iza-os-third-party-apis,19,D — Experimental/Retire,Service,0,python,712,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/iza-os-third-party-apis
961,lt-010-field-service-dispatch,19,D — Experimental/Retire,Product,0,Unknown,10,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/lt-010-field-service-dispatch
962,tech-025-machine-learning-builder,19,D — Experimental/Retire,Product,0,Unknown,2,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/tech-025-machine-learning-builder
963,tech-057-machine-learning-builder,19,D — Experimental/Retire,Product,0,Unknown,2,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/tech-057-machine-learning-builder
964,tech-ventures-portfolio,19,D — Experimental/Retire,Asset,0,python,43,10,3,1,0,0,3,2,0,https://github.com/Worldwidebro/tech-ventures-portfolio
965,ht-004-data-api,19,D — Experimental/Retire,Service,0,Unknown,712,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/ht-004-data-api
966,ft-001-api-gateway,19,D — Experimental/Retire,Service,0,Unknown,712,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/ft-001-api-gateway
967,iza-os-hr-recruitment-bot,19,D — Experimental/Retire,Product,0,python,312,10,3,1,0,0,5,0,0,https://github.com/Worldwidebro/iza-os-hr-recruitment-bot
968,public-apis,19,D — Experimental/Retire,Service,447854,python,712,4,3,1,0,0,5,6,0,https://github.com/public-apis/public-apis
969,Unlimited-OCR,19,D — Experimental/Retire,Unclassified,13675,python,46,4,3,1,0,0,3,8,0,https://github.com/baidu/Unlimited-OCR
970,production-grade-agentic-system,19,D — Experimental/Retire,Unclassified,873,python,141,4,3,1,0,4,3,4,0,https://github.com/FareedKhan-dev/production-grade-agentic-system
971,mattermost,19,D — Experimental/Retire,Product,38354,typescript,109,4,3,1,0,0,5,6,0,https://github.com/mattermost/mattermost
972,neo4j,19,D — Experimental/Retire,Unclassified,16850,java,0,4,3,1,0,0,3,8,0,https://github.com/neo4j/neo4j
973,papermark,19,D — Experimental/Retire,Product,8780,typescript,455,4,3,1,0,0,5,6,0,https://github.com/papermark/papermark
974,osiris,19,D — Experimental/Retire,Product,6632,typescript,712,4,3,1,0,0,5,6,0,https://github.com/simplifaisoul/osiris
975,cal.diy,19,D — Experimental/Retire,Unclassified,46212,typescript,243,4,3,1,0,0,3,8,0,https://github.com/calcom/cal.diy
976,listmonk,19,D — Experimental/Retire,Product,21978,go,712,4,3,1,0,0,5,6,0,https://github.com/knadh/listmonk
977,penpot,19,D — Experimental/Retire,Product,55279,clojure,109,4,3,1,0,0,5,6,0,https://github.com/penpot/penpot
978,tauri,19,D — Experimental/Retire,Product,108799,rust,712,4,3,1,0,0,5,6,0,https://github.com/tauri-apps/tauri
979,PureMac,19,D — Experimental/Retire,Product,5097,swift,119,4,3,1,0,0,5,6,0,https://github.com/momenbasel/PureMac
980,backstage,19,D — Experimental/Retire,Product,33806,typescript,10,4,3,1,0,0,5,6,0,https://github.com/backstage/backstage
981,FinceptTerminal,19,D — Experimental/Retire,Product,28085,c++,455,4,3,1,0,0,5,6,0,https://github.com/Fincept-Corporation/FinceptTerminal
982,chandra,19,D — Experimental/Retire,Asset,11440,python,46,4,3,1,0,0,3,8,0,https://github.com/datalab-to/chandra
983,memos,19,D — Experimental/Retire,Product,61417,go,109,4,3,1,0,0,5,6,0,https://github.com/usememos/memos
984,metube,19,D — Experimental/Retire,Product,14059,python,712,4,3,1,0,0,5,6,0,https://github.com/alexta69/metube
985,awesome-cli-apps,19,D — Experimental/Retire,Product,19928,shell,91,4,3,1,0,0,5,6,0,https://github.com/agarrharr/awesome-cli-apps
986,mcp-youtube,19,D — Experimental/Retire,Asset,532,javascript,0,4,3,1,0,4,3,4,0,https://github.com/anaisbetts/mcp-youtube
987,opencloud,19,D — Experimental/Retire,Product,5695,go,109,4,3,1,0,0,5,6,0,https://github.com/opencloud-eu/opencloud
988,dbeaver,19,D — Experimental/Retire,Service,50910,java,712,4,3,1,0,0,5,6,0,https://github.com/dbeaver/dbeaver
989,opentui,19,D — Experimental/Retire,Product,12345,typescript,10,4,3,1,0,0,5,6,0,https://github.com/anomalyco/opentui
990,docs,19,D — Experimental/Retire,Product,16648,python,109,4,3,1,0,0,5,6,0,https://github.com/suitenumerique/docs
991,alpha_vantage,19,D — Experimental/Retire,Service,4849,python,712,4,3,1,0,0,5,6,0,https://github.com/RomelTorres/alpha_vantage
992,yfinance,19,D — Experimental/Retire,Service,24593,python,712,4,3,1,0,0,5,6,0,https://github.com/ranaroussi/yfinance
993,gpui-component,19,D — Experimental/Retire,Product,12007,rust,10,4,3,1,0,0,5,6,0,https://github.com/longbridge/gpui-component
994,yaak,19,D — Experimental/Retire,Product,18832,typescript,712,4,3,1,0,0,5,6,0,https://github.com/mountain-loop/yaak
995,chat-ui,19,D — Experimental/Retire,Product,10812,typescript,712,4,3,1,0,0,5,6,0,https://github.com/huggingface/chat-ui
996,drawdb,19,D — Experimental/Retire,Product,37981,javascript,712,4,3,1,0,0,5,6,0,https://github.com/drawdb-io/drawdb
997,hacker101,19,D — Experimental/Retire,Unclassified,14468,scss,50,4,3,1,3,0,3,6,-1,https://github.com/Hacker0x01/hacker101
998,waha,19,D — Experimental/Retire,Service,6978,typescript,712,4,3,1,0,0,5,6,0,https://github.com/devlikeapro/waha
999,jellyfin,19,D — Experimental/Retire,Service,54078,c#,712,4,3,1,0,0,5,6,0,https://github.com/jellyfin/jellyfin
1000,oauth2-proxy,19,D — Experimental/Retire,Infrastructure,14636,go,712,4,3,1,0,0,3,8,0,https://github.com/oauth2-proxy/oauth2-proxy
1001,Trilium,19,D — Experimental/Retire,Product,36801,typescript,109,4,3,1,0,0,5,6,0,https://github.com/TriliumNext/Trilium
1002,ccxt,19,D — Experimental/Retire,Service,43261,python,712,4,3,1,0,0,5,6,0,https://github.com/ccxt/ccxt
1003,gpubootcamp,19,D — Experimental/Retire,Asset,548,jupyter notebook,422,4,3,1,0,4,3,4,0,https://github.com/openhackathons-org/gpubootcamp
1004,terraform,19,D — Experimental/Retire,Service,48876,go,712,4,3,1,0,0,5,6,0,https://github.com/hashicorp/terraform
1005,leantime,19,D — Experimental/Retire,Product,10187,php,10,4,3,1,0,0,5,6,0,https://github.com/Leantime/leantime
1006,platform,19,D — Experimental/Retire,Product,26796,typescript,109,4,3,1,0,0,5,6,0,https://github.com/hcengineering/platform
1007,node-telegram-bot-api,19,D — Experimental/Retire,Service,9181,typescript,712,4,3,1,0,0,5,6,0,https://github.com/yagop/node-telegram-bot-api
1008,full-stack-fastapi-template,19,D — Experimental/Retire,Service,44109,typescript,712,4,3,1,0,0,5,6,0,https://github.com/fastapi/full-stack-fastapi-template
1009,lazygit,19,D — Experimental/Retire,Product,80157,go,712,4,3,1,0,0,5,6,0,https://github.com/jesseduffield/lazygit
1010,cuml,19,D — Experimental/Retire,Service,5223,python,2,4,3,1,0,0,5,6,0,https://github.com/rapidsai/cuml
