venture_id,venture_name,sector,required_shared_services,service_count
EM-043-Quantum-Communication-AI,Quantum Communication Ai,ai,shared-kernels,1
EM-044-Robotics-Surgery-AI,Robotics Surgery Ai,ai,shared-kernels,1
EM-045-AI-Disaster-Response,Ai Disaster Response,ai,shared-kernels,1
EM-046-Smart-City-Governance,Smart City Governance,ai,shared-kernels,1
EM-047-AI-Environmental-Monitoring,Ai Environmental Monitoring,ai,shared-kernels,1
EM-048-Space-Manufacturing-AI,Space Manufacturing Ai,ai,shared-kernels,1
EM-049-AI-Ocean-Exploration,Ai Ocean Exploration,ai,shared-kernels,1
EM-050-AI-Archaeology,Ai Archaeology,ai,shared-kernels,1
SPEC-001-AI-Auction-House,Ai Auction House,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-002-Smart-Marina-Management,Smart Marina Management,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-003-AI-Surf-Report,Ai Surf Report,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-004-Private-Chef-AI,Private Chef Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-005-Virtual-Concierge-AI,Virtual Concierge Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-006-Smart-Parking-AI,Smart Parking Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-007-AI-Interior-Design,Ai Interior Design,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-008-Personal-Stylist-AI,Personal Stylist Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-009-Smart-Locker-System,Smart Locker System,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-010-AI-Fitness-Coach,Ai Fitness Coach,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-011-Smart-Golf-Caddie,Smart Golf Caddie,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-012-AI-Nutritionist,Ai Nutritionist,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-013-Smart-Hotel-Butler,Smart Hotel Butler,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-014-AI-Language-Tutor,Ai Language Tutor,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-015-Smart-Transportation-AI,Smart Transportation Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-016-AI-Travel-Planner,Ai Travel Planner,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-017-Smart-Agriculture-AI,Smart Agriculture Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-018-AI-Personal-Shopper,Ai Personal Shopper,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-019-Smart-Home-Security,Smart Home Security,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-020-AI-Music-Producer,Ai Music Producer,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-021-Smart-Restaurant-AI,Smart Restaurant Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-022-AI-Movie-Critic,Ai Movie Critic,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-023-Smart-Museum-Guide,Smart Museum Guide,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-024-AI-Sports-Analyst,Ai Sports Analyst,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-025-Smart-Library-AI,Smart Library Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-026-AI-Art-Curator,Ai Art Curator,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-027-Smart-Fitness-AI,Smart Fitness Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-028-AI-Poetry-Generator,Ai Poetry Generator,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-029-Smart-Dating-AI,Smart Dating Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-030-AI-Journalism-Tool,Ai Journalism Tool,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-031-Smart-Legal-AI,Smart Legal Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-032-AI-Game-Designer,Ai Game Designer,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-033-Smart-Real-Estate-AI,Smart Real Estate Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-034-AI-Cooking-Assistant,Ai Cooking Assistant,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-035-Smart-Health-AI,Smart Health Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-036-AI-Photography-Tool,Ai Photography Tool,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-037-Smart-Writing-AI,Smart Writing Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-038-AI-Comedy-Writer,Ai Comedy Writer,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-039-Smart-Meditation-AI,Smart Meditation Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-040-AI-Debate-Coach,Ai Debate Coach,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-041-Smart-Parenting-AI,Smart Parenting Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-042-AI-Financial-Advisor,Ai Financial Advisor,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-043-Smart-Automotive-AI,Smart Automotive Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-044-AI-Aviation-Planner,Ai Aviation Planner,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-045-Smart-Maritime-AI,Smart Maritime Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-046-AI-Weather-Forecast,Ai Weather Forecast,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-047-Smart-Energy-AI,Smart Energy Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-048-AI-Sports-Coach,Ai Sports Coach,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-049-Smart-Education-AI,Smart Education Ai,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
SPEC-050-AI-Language-Translator,Ai Language Translator,market,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
FI-dist,Dist,fintech,shared-kernels,1
FI-node_modules,Node_Modules,fintech,shared-kernels,1
FI-public,Public,fintech,shared-kernels,1
FI-src,Src,fintech,shared-kernels,1
FI-supabase,Supabase,fintech,shared-kernels,1
CON-001-ACE-CONSTRUCTION,Ace Construction,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-002-RESIDENTIAL-CONSTRUCTION,Residential Construction,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-003-COMMERCIAL-CONSTRUCTION,Commercial Construction,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-004-INDUSTRIAL-CONSTRUCTION,Industrial Construction,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-005-CONSTRUCTION-EQUIPMENT-RENTAL,Construction Equipment Rental,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-006-CONSTRUCTION-PROJECT-MANAGEMENT,Construction Project Management,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-007-GREEN-BUILDING-SERVICES,Green Building Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-008-HOME-RENOVATION-SERVICES,Home Renovation Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-009-ROOFING-COMPANY,Roofing Company,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-010-PLUMBING-SERVICES,Plumbing Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-011-ELECTRICAL-SERVICES,Electrical Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-012-HVAC-SERVICES,HVAC Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-013-PAINTING-SERVICES,Painting Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-014-FLOORING-SERVICES,Flooring Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-015-LANDSCAPING-SERVICES,Landscaping Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-016-DEMOLITION-SERVICES,Demolition Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-017-CONCRETE-SERVICES,Concrete Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-018-CARPENTRY-SERVICES,Carpentry Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-019-WINDOW-INSTALLATION,Window Installation,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
CON-020-INSULATION-SERVICES,Insulation Services,con,shared-kernels | iza-os-hr-core | iza-os-legal-core,3
RE-001-PROPERTY-HOLDINGS,Property Holdings,re,shared-kernels,1
OPS-001-VENTURE-STAFFING,Venture Staffing Operations,infra,shared-kernels,1
PROFILE-001-DIVINE-JOHNS-PORTFOLIO,Divine Johns Portfolio,market,shared-kernels,1
ET-010-PERSONAL-RESUME,Personal Resume,edtech,shared-kernels,1
TECH-061-TECH-VENTURES-PORTFOLIO,Tech Ventures Portfolio,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
