venture_id_human,venture_name,sector,uuid_classification,in_classification
COMM-043-Local-Food-Network-AI,Local Food Network Ai,market,85d54f89-f312-44e7-8496-52e378792fd5,yes
COMM-044-Community-Volunteering-AI,Community Volunteering Ai,market,93f3303f-f348-4a6b-ba2e-6cb8c99e0017,yes
COMM-045-Public-Childcare-AI,Public Childcare Ai,market,ce8de855-9294-4cc0-b643-58194185a635,yes
COMM-046-Community-Pet-Care-AI,Community Pet Care Ai,market,6e03ed0c-0d20-4147-a680-332e759a07dd,yes
COMM-047-Public-Fitness-AI,Public Fitness Ai,market,5edf415f-1051-4f10-bb16-670e3dc28dd5,yes
COMM-048-Community-Transportation-AI,Community Transportation Ai,market,f3d6352b-6832-49fc-ae36-cf56de5c2bb1,yes
COMM-049-Public-Event-AI,Public Event Ai,market,e64973ab-ff5b-42b8-8715-b84995c4e0a0,yes
COMM-050-Community-Cultural-AI,Community Cultural Ai,market,77fab7a8-4d14-40ac-bc3e-e4b65f042b21,yes
EM-001-Space-Habitat-AI,Space Habitat Ai,ai,ae1db8ce-e797-4a15-9fe4-3bd28130ede1,yes
EM-002-Fusion-Energy-AI,Fusion Energy Ai,ai,85d16b40-5ac1-4de3-bf86-6f28db432856,yes
EM-003-Teleportation-Research-AI,Teleportation Research Ai,ai,082c9549-b479-4b6b-a94d-039c24a9fd70,yes
EM-004-Climate-Solutions-AI,Climate Solutions Ai,ai,bd8b505a-f5cf-4b38-a76f-2421d2152ffb,yes
EM-005-Holographic-Events-AI,Holographic Events Ai,ai,09093afd-1fab-450c-b158-2987b6224e27,yes
EM-006-Neurofeedback-AI,Neurofeedback Ai,ai,60c66a64-9fd3-4e83-9cec-25ebf8435b7c,yes
EM-007-Autonomous-Delivery-AI,Autonomous Delivery Ai,ai,dcc90fd7-aefc-4e45-b1e5-95703e50ea87,yes
EM-008-Gene-Editing-AI,Gene Editing Ai,ai,773d1607-b3bd-4fca-9b51-5195c4202d24,yes
EM-009-Space-Tourism-AI,Space Tourism Ai,ai,374e89eb-cbba-4476-ae24-9d60206b3dbe,yes
EM-010-Wearables-AI,Wearables Ai,ai,6e468241-bfde-4f52-a4e0-e48cf1c708c6,yes
EM-011-Metaverse-Hub-AI,Metaverse Hub Ai,ai,bb2867fc-3544-44d1-8990-2168165ffa9b,yes
EM-012-Energy-Grid-AI,Energy Grid Ai,ai,2d31ba4a-d946-4fb2-8313-6df24e866477,yes
EM-013-Brain-Computer-Interface,Brain Computer Interface,ai,5d2219fc-e6a0-4313-a159-2614709a6ca4,yes
EM-014-Ocean-Cleanup-AI,Ocean Cleanup Ai,ai,74cd1d37-8e52-4440-a31c-43cd4be8e18b,yes
EM-015-Crypto-Trading-AI,Crypto Trading Ai,ai,6bbaa1e6-372f-4f89-b412-8558aa0b3f2f,yes
EM-016-Synthetic-Media-AI,Synthetic Media Ai,ai,6ae13ef3-1eb7-405e-874e-025f1a4133e5,yes
EM-017-Space-Mining-AI,Space Mining Ai,ai,2629051b-ee01-4bea-96a5-78d20d510974,yes
EM-018-VR-Therapy-AI,Vr Therapy Ai,ai,0955b8a2-ea66-407c-b8f4-ff66a162c9f9,yes
EM-019-Weather-Prediction-AI,Weather Prediction Ai,ai,acefbd2b-a175-4a66-a598-d551d89fb7ad,yes
EM-020-Autonomous-Farming-AI,Autonomous Farming Ai,ai,8aa1ac6e-558e-4c0d-ac86-f48764bfe189,yes
EM-021-Traffic-Optimizer-AI,Traffic Optimizer Ai,ai,acaebb39-b849-4de5-ab89-6e9d17bef695,yes
EM-022-Smart-Grid-AI,Smart Grid Ai,ai,813ea1ce-b9cb-46db-8d8b-8e30dbd2ff18,yes
EM-023-Disaster-Prediction-AI,Disaster Prediction Ai,ai,016c0093-6720-41b3-893a-c55ff3677484,yes
EM-024-Nanotech-AI,Nanotech Ai,ai,f13ca92d-2003-4bcc-a1b7-9ff740be2733,yes
EM-025-Personalized-Medicine-AI,Personalized Medicine Ai,ai,844dce42-970c-41a2-9fe5-8d0b48a1e3de,yes
EM-026-AI-Diagnostic-Lab,Ai Diagnostic Lab,ai,12b83702-3d09-4d1e-8153-309513fa9c5d,yes
EM-027-Sustainable-Cities-AI,Sustainable Cities Ai,ai,66ac7cd0-7c20-441b-a8c3-de3431b0edea,yes
EM-028-Renewable-Energy-AI,Renewable Energy Ai,ai,c9b5a5f2-5901-40aa-90a2-c7eda2259360,yes
EM-029-Climate-Modeling-AI,Climate Modeling Ai,ai,d65afe5a-bdf0-4f71-8f0f-413a55166c5a,yes
EM-030-Policy-Advisor-AI,Policy Advisor Ai,ai,e59aaf3e-62d8-47b5-89cb-1bba1fa81404,yes
EM-031-Governance-Hub-AI,Governance Hub Ai,ai,c733691c-866c-4f3a-86ca-cc71b2d86265,yes
EM-032-Global-Challenges-AI,Global Challenges Ai,ai,eb2d7881-299f-4dd2-9241-d579b309de2c,yes
EM-033-Space-Exploration-AI,Space Exploration Ai,ai,c74bf3af-4f91-4781-a379-e0ae3885030f,yes
EM-034-Education-Equity-AI,Education Equity Ai,ai,4dca4506-63b7-47fe-aaed-02f187174e0c,yes
EM-035-Health-Equity-AI,Health Equity Ai,ai,423e48d7-b18c-433c-976f-6891707eb8db,yes
EM-036-Economic-Equity-AI,Economic Equity Ai,ai,ebfcbbfd-0c78-4a4a-bbfa-f093388079c1,yes
EM-037-Environmental-Justice-AI,Environmental Justice Ai,ai,068d1f15-87ae-483c-8f6d-d720b47353ad,yes
EM-038-Human-Rights-AI,Human Rights Ai,ai,6e32000d-b9a2-4ceb-980b-b86e4b4472ff,yes
EM-039-Peacebuilding-AI,Peacebuilding Ai,ai,75d57c4e-04e8-4c92-9b3e-4af48bb31e73,yes
EM-040-Telemedicine-AI,Telemedicine Ai,ai,bddbf6d2-0a57-4029-8f4a-5a836f9b2518,yes
EM-041-AI-Climate-Adaptation,Ai Climate Adaptation,ai,29799a86-6a8c-4a38-870b-05dc18536eee,yes
EM-042-Space-Agriculture-AI,Space Agriculture Ai,ai,31235023-353f-4589-a488-017922da121d,yes
EM-043-Quantum-Communication-AI,Quantum Communication Ai,ai,331be19d-de55-4ef5-816c-61b2864cc5f6,yes
EM-044-Robotics-Surgery-AI,Robotics Surgery Ai,ai,616c179b-5df3-42f5-b7c8-49ae5b70d9ee,yes
EM-045-AI-Disaster-Response,Ai Disaster Response,ai,7cceb5d5-d2de-4a59-8527-c3d852a9f509,yes
EM-046-Smart-City-Governance,Smart City Governance,ai,310c6e69-8b89-4b1f-b438-dc63dd0bc542,yes
EM-047-AI-Environmental-Monitoring,Ai Environmental Monitoring,ai,af7e5551-0af1-4c68-8358-cfdb842b2750,yes
EM-048-Space-Manufacturing-AI,Space Manufacturing Ai,ai,4f9fc8f1-343e-4350-b721-507bd19da93c,yes
EM-049-AI-Ocean-Exploration,Ai Ocean Exploration,ai,,no
EM-050-AI-Archaeology,Ai Archaeology,ai,,no
SPEC-001-AI-Auction-House,Ai Auction House,market,,no
SPEC-002-Smart-Marina-Management,Smart Marina Management,market,,no
SPEC-003-AI-Surf-Report,Ai Surf Report,market,,no
SPEC-004-Private-Chef-AI,Private Chef Ai,market,,no
SPEC-005-Virtual-Concierge-AI,Virtual Concierge Ai,market,,no
SPEC-006-Smart-Parking-AI,Smart Parking Ai,market,,no
SPEC-007-AI-Interior-Design,Ai Interior Design,market,,no
SPEC-008-Personal-Stylist-AI,Personal Stylist Ai,market,,no
SPEC-009-Smart-Locker-System,Smart Locker System,market,,no
SPEC-010-AI-Fitness-Coach,Ai Fitness Coach,market,,no
SPEC-011-Smart-Golf-Caddie,Smart Golf Caddie,market,,no
SPEC-012-AI-Nutritionist,Ai Nutritionist,market,,no
SPEC-013-Smart-Hotel-Butler,Smart Hotel Butler,market,,no
SPEC-014-AI-Language-Tutor,Ai Language Tutor,market,,no
SPEC-015-Smart-Transportation-AI,Smart Transportation Ai,market,,no
SPEC-016-AI-Travel-Planner,Ai Travel Planner,market,,no
SPEC-017-Smart-Agriculture-AI,Smart Agriculture Ai,market,,no
SPEC-018-AI-Personal-Shopper,Ai Personal Shopper,market,b43d8d59-cf41-4e0d-9104-5d7aa1c7cc8b,yes
SPEC-019-Smart-Home-Security,Smart Home Security,market,,no
SPEC-020-AI-Music-Producer,Ai Music Producer,market,,no
SPEC-021-Smart-Restaurant-AI,Smart Restaurant Ai,market,,no
SPEC-022-AI-Movie-Critic,Ai Movie Critic,market,,no
SPEC-023-Smart-Museum-Guide,Smart Museum Guide,market,,no
SPEC-024-AI-Sports-Analyst,Ai Sports Analyst,market,,no
SPEC-025-Smart-Library-AI,Smart Library Ai,market,,no
SPEC-026-AI-Art-Curator,Ai Art Curator,market,,no
SPEC-027-Smart-Fitness-AI,Smart Fitness Ai,market,,no
SPEC-028-AI-Poetry-Generator,Ai Poetry Generator,market,,no
SPEC-029-Smart-Dating-AI,Smart Dating Ai,market,,no
SPEC-030-AI-Journalism-Tool,Ai Journalism Tool,market,,no
SPEC-031-Smart-Legal-AI,Smart Legal Ai,market,,no
SPEC-032-AI-Game-Designer,Ai Game Designer,market,,no
SPEC-033-Smart-Real-Estate-AI,Smart Real Estate Ai,market,,no
SPEC-034-AI-Cooking-Assistant,Ai Cooking Assistant,market,,no
SPEC-035-Smart-Health-AI,Smart Health Ai,market,,no
SPEC-036-AI-Photography-Tool,Ai Photography Tool,market,,no
SPEC-037-Smart-Writing-AI,Smart Writing Ai,market,,no
SPEC-038-AI-Comedy-Writer,Ai Comedy Writer,market,,no
SPEC-039-Smart-Meditation-AI,Smart Meditation Ai,market,,no
SPEC-040-AI-Debate-Coach,Ai Debate Coach,market,,no
SPEC-041-Smart-Parenting-AI,Smart Parenting Ai,market,,no
SPEC-042-AI-Financial-Advisor,Ai Financial Advisor,market,,no
SPEC-043-Smart-Automotive-AI,Smart Automotive Ai,market,,no
SPEC-044-AI-Aviation-Planner,Ai Aviation Planner,market,,no
SPEC-045-Smart-Maritime-AI,Smart Maritime Ai,market,,no
SPEC-046-AI-Weather-Forecast,Ai Weather Forecast,market,,no
SPEC-047-Smart-Energy-AI,Smart Energy Ai,market,,no
SPEC-048-AI-Sports-Coach,Ai Sports Coach,market,,no
SPEC-049-Smart-Education-AI,Smart Education Ai,market,,no
SPEC-050-AI-Language-Translator,Ai Language Translator,market,,no
FI-dist,Dist,fintech,,no
FI-node_modules,Node_Modules,fintech,,no
FI-public,Public,fintech,,no
FI-src,Src,fintech,,no
FI-supabase,Supabase,fintech,,no
CON-001-ACE-CONSTRUCTION,Ace Construction,con,,no
CON-002-RESIDENTIAL-CONSTRUCTION,Residential Construction,con,,no
CON-003-COMMERCIAL-CONSTRUCTION,Commercial Construction,con,,no
CON-004-INDUSTRIAL-CONSTRUCTION,Industrial Construction,con,,no
CON-005-CONSTRUCTION-EQUIPMENT-RENTAL,Construction Equipment Rental,con,,no
CON-006-CONSTRUCTION-PROJECT-MANAGEMENT,Construction Project Management,con,,no
CON-007-GREEN-BUILDING-SERVICES,Green Building Services,con,,no
CON-008-HOME-RENOVATION-SERVICES,Home Renovation Services,con,,no
CON-009-ROOFING-COMPANY,Roofing Company,con,,no
CON-010-PLUMBING-SERVICES,Plumbing Services,con,,no
CON-011-ELECTRICAL-SERVICES,Electrical Services,con,,no
CON-012-HVAC-SERVICES,HVAC Services,con,,no
CON-013-PAINTING-SERVICES,Painting Services,con,,no
CON-014-FLOORING-SERVICES,Flooring Services,con,,no
CON-015-LANDSCAPING-SERVICES,Landscaping Services,con,,no
CON-016-DEMOLITION-SERVICES,Demolition Services,con,,no
CON-017-CONCRETE-SERVICES,Concrete Services,con,,no
CON-018-CARPENTRY-SERVICES,Carpentry Services,con,,no
CON-019-WINDOW-INSTALLATION,Window Installation,con,,no
CON-020-INSULATION-SERVICES,Insulation Services,con,,no
RE-001-PROPERTY-HOLDINGS,Property Holdings,re,,no
OPS-001-VENTURE-STAFFING,Venture Staffing Operations,infra,,no
PROFILE-001-DIVINE-JOHNS-PORTFOLIO,Divine Johns Portfolio,market,,no
ET-010-PERSONAL-RESUME,Personal Resume,edtech,,no
TECH-061-TECH-VENTURES-PORTFOLIO,Tech Ventures Portfolio,devtools,,no
